 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, rowcost
Eb major (3b), 2, 1, 2, 0, 1, 1, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 5, 0, 0, 0, 0, 1, 1, 4, 2, 0, 2, 1, 2, 0, 1, 1, 4, 0, 0, 43
A major (3#), 2, 0, 2, 1, 3, 0, 5, 1, 2, 1, 1, 1, 2, 5, 5, 5, 1, 5, 4, 5, 7, 5, 5, 5, 1, 5, 4, 5, 6, 1, 2, 0, 2, 1, 3, 0, 5, 1, 1, 110
C minor (3b), 3, 1, 2, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 1, 1, 1, 0, 2, 2, 5, 5, 1, 1, 1, 0, 2, 2, 5, 3, 0, 3, 1, 2, 0, 0, 0, 3, 0, 0, 53
F# minor (3#), 2, 0, 2, 1, 4, 0, 5, 1, 2, 1, 1, 1, 2, 4, 4, 4, 0, 3, 3, 3, 6, 4, 4, 4, 0, 3, 3, 3, 5, 1, 2, 0, 2, 1, 4, 0, 5, 1, 1, 92
Ab major (4b), 5, 1, 3, 1, 2, 1, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 7, 0, 0, 0, 1, 0, 0, 3, 4, 1, 5, 1, 3, 1, 2, 1, 4, 0, 0, 59
E major (4#), 3, 0, 3, 2, 4, 0, 5, 1, 3, 1, 1, 1, 2, 5, 5, 5, 2, 4, 3, 3, 8, 5, 5, 5, 2, 4, 3, 3, 7, 2, 3, 0, 3, 2, 4, 0, 5, 1, 1, 116
F minor (4b), 3, 1, 3, 1, 3, 1, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 5, 0, 0, 0, 1, 1, 1, 4, 4, 1, 3, 1, 3, 1, 3, 1, 4, 0, 0, 59
C# minor (4#), 5, 0, 4, 1, 5, 1, 6, 2, 5, 2, 2, 2, 2, 4, 4, 4, 2, 2, 1, 4, 8, 4, 4, 4, 2, 2, 1, 4, 6, 3, 5, 0, 4, 1, 5, 1, 6, 2, 2, 122
Db major (5b), 7, 0, 3, 2, 5, 1, 5, 1, 7, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 2, 10, 1, 1, 1, 2, 0, 0, 2, 7, 3, 7, 0, 3, 2, 5, 1, 5, 1, 1, 94
B major (5#), 4, 0, 2, 2, 4, 0, 4, 1, 4, 1, 1, 1, 2, 4, 4, 4, 2, 3, 2, 2, 11, 4, 4, 4, 2, 3, 2, 2, 8, 2, 4, 0, 2, 2, 4, 0, 4, 1, 1, 107
Bb minor (5b), 3, 0, 2, 1, 3, 1, 3, 1, 3, 1, 1, 1, 1, 2, 2, 2, 1, 0, 0, 3, 6, 2, 2, 2, 1, 0, 0, 3, 3, 2, 3, 0, 2, 1, 3, 1, 3, 1, 1, 67
G# minor (5#), 5, 1, 5, 3, 4, 0, 2, 0, 5, 0, 0, 0, 1, 2, 2, 1, 3, 2, 1, 3, 10, 2, 2, 1, 3, 2, 1, 3, 6, 2, 5, 1, 5, 3, 4, 0, 2, 0, 0, 92
Gb major (6b), 7, 0, 4, 3, 7, 0, 5, 2, 7, 2, 2, 2, 3, 4, 4, 5, 2, 1, 1, 1, 12, 4, 4, 5, 2, 1, 1, 1, 10, 4, 7, 0, 4, 3, 7, 0, 5, 2, 2, 136
F# major (6#), 4, 0, 2, 2, 5, 0, 3, 1, 4, 1, 1, 1, 2, 3, 3, 3, 1, 1, 1, 1, 8, 3, 3, 3, 1, 1, 1, 1, 7, 2, 4, 0, 2, 2, 5, 0, 3, 1, 1, 87
Eb minor (6b), 3, 0, 1, 1, 3, 0, 4, 1, 3, 1, 1, 1, 2, 2, 2, 1, 0, 2, 2, 2, 7, 2, 2, 1, 0, 2, 2, 2, 4, 1, 3, 0, 1, 1, 3, 0, 4, 1, 1, 69
D# minor (6#), 5, 0, 2, 1, 4, 0, 6, 2, 5, 2, 2, 2, 3, 3, 3, 2, 0, 2, 2, 2, 10, 3, 3, 2, 0, 2, 2, 2, 6, 2, 5, 0, 2, 1, 4, 0, 6, 2, 2, 102
Cb major (7b), 7, 0, 4, 4, 7, 0, 7, 2, 7, 2, 2, 2, 4, 6, 6, 6, 3, 4, 3, 2, 17, 6, 6, 6, 3, 4, 3, 2, 12, 4, 7, 0, 4, 4, 7, 0, 7, 2, 2, 174
C# major (7#), 6, 0, 3, 1, 5, 1, 5, 2, 6, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 2, 8, 2, 2, 2, 1, 0, 0, 2, 6, 3, 6, 0, 3, 1, 5, 1, 5, 2, 2, 97
Ab minor (7b), 5, 1, 3, 2, 3, 0, 3, 0, 5, 0, 0, 0, 1, 2, 2, 1, 2, 2, 1, 3, 9, 2, 2, 1, 2, 2, 1, 3, 6, 1, 5, 1, 3, 2, 3, 0, 3, 0, 0, 82
A# minor (7#), 5, 0, 4, 2, 5, 1, 4, 2, 5, 2, 2, 2, 2, 3, 3, 3, 2, 0, 0, 4, 10, 3, 3, 3, 2, 0, 0, 4, 5, 4, 5, 0, 4, 2, 5, 1, 4, 2, 2, 110
