 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, rowcost
D aeolian (2#), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
Bb locrian (2b), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
D locrian (2#), 0, 1, 4, 2, 4, 2, 4, 1, 2, 2, 1, 3, 2, 0, 28
Eb major (3b), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 3, 1, 34
A major (3#), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
C minor (3b), 1, 3, 3, 3, 5, 4, 3, 2, 1, 1, 2, 4, 2, 1, 35
F# minor (3#), 1, 2, 5, 1, 2, 3, 1, 3, 4, 2, 3, 1, 1, 1, 30
C minor mel (3b), 0, 1, 5, 1, 3, 2, 3, 2, 3, 2, 1, 2, 2, 0, 27
F# minor mel (3#), 1, 1, 3, 5, 2, 1, 2, 2, 2, 0, 2, 0, 2, 1, 24
Eb major blues (3b), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
A major blues (3#), 2, 2, 4, 0, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 28
C minor blues (3b), 3, 2, 5, 0, 1, 3, 2, 3, 2, 1, 1, 1, 2, 3, 29
F# minor blues (3#), 2, 2, 6, 2, 4, 4, 4, 3, 3, 2, 2, 4, 2, 2, 42
Eb dorian (3b), 2, 3, 7, 2, 4, 4, 4, 4, 3, 2, 2, 4, 2, 2, 45
A dorian (3#), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
Eb phrygian (3b), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
A phrygian (3#), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
Eb lydian (3b), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
A lydian (3#), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
Eb mixolydian (3b), 0, 1, 4, 2, 4, 2, 4, 1, 2, 2, 1, 3, 2, 0, 28
A mixolydian (3#), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 3, 1, 34
Eb aeolian (3b), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
A aeolian (3#), 1, 3, 3, 3, 5, 4, 3, 2, 1, 1, 2, 4, 2, 1, 35
Eb locrian (3b), 2, 2, 4, 0, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 28
A locrian (3#), 3, 2, 5, 0, 1, 3, 2, 3, 2, 1, 1, 1, 2, 3, 29
Ab major (4b), 2, 2, 6, 2, 4, 4, 4, 3, 3, 2, 2, 4, 2, 2, 42
E major (4#), 2, 3, 7, 2, 4, 4, 4, 4, 3, 2, 2, 4, 2, 2, 45
F minor (4b), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
C# minor (4#), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
F minor mel (4b), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
C# minor mel (4#), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
Ab major blues (4b), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
E major blues (4#), 0, 1, 4, 2, 4, 2, 4, 1, 2, 2, 1, 3, 2, 0, 28
F minor blues (4b), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 3, 1, 34
C# minor blues (4#), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
Ab dorian (4b), 1, 3, 3, 3, 5, 4, 3, 2, 1, 1, 2, 4, 2, 1, 35
E dorian (4#), 1, 2, 5, 1, 2, 3, 1, 3, 4, 2, 3, 1, 1, 1, 30
Ab phrygian (4b), 0, 1, 5, 1, 3, 2, 3, 2, 3, 2, 1, 2, 2, 0, 27
E phrygian (4#), 1, 1, 3, 5, 2, 1, 2, 2, 2, 0, 2, 0, 2, 1, 24
Ab lydian (4b), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
E lydian (4#), 2, 2, 4, 0, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 28
Ab mixolydian (4b), 3, 2, 5, 0, 1, 3, 2, 3, 2, 1, 1, 1, 2, 3, 29
E mixolydian (4#), 2, 2, 6, 2, 4, 4, 4, 3, 3, 2, 2, 4, 2, 2, 42
Ab aeolian (4b), 2, 3, 7, 2, 4, 4, 4, 4, 3, 2, 2, 4, 2, 2, 45
E aeolian (4#), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
Ab locrian (4b), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
E locrian (4#), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
Db major (5b), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
B major (5#), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
Bb minor (5b), 0, 1, 4, 2, 4, 2, 4, 1, 2, 2, 1, 3, 2, 0, 28
G# minor (5#), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 3, 1, 34
Bb minor mel (5b), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
G# minor mel (5#), 1, 3, 3, 3, 5, 4, 3, 2, 1, 1, 2, 4, 2, 1, 35
Db major blues (5b), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
B major blues (5#), 2, 2, 4, 0, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 28
Bb minor blues (5b), 3, 2, 5, 0, 1, 3, 2, 3, 2, 1, 1, 1, 2, 3, 29
G# minor blues (5#), 2, 2, 6, 2, 4, 4, 4, 3, 3, 2, 2, 4, 2, 2, 42
Db dorian (5b), 2, 3, 7, 2, 4, 4, 4, 4, 3, 2, 2, 4, 2, 2, 45
B dorian (5#), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
Db phrygian (5b), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
B phrygian (5#), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
Db lydian (5b), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
B lydian (5#), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
Db mixolydian (5b), 0, 1, 4, 2, 4, 2, 4, 1, 2, 2, 1, 3, 2, 0, 28
B mixolydian (5#), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 3, 1, 34
Db aeolian (5b), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
B aeolian (5#), 1, 3, 3, 3, 5, 4, 3, 2, 1, 1, 2, 4, 2, 1, 35
Db locrian (5b), 1, 2, 5, 1, 2, 3, 1, 3, 4, 2, 3, 1, 1, 1, 30
B locrian (5#), 3, 2, 4, 1, 2, 4, 2, 3, 1, 0, 1, 1, 2, 3, 29
Gb major (6b), 1, 1, 3, 5, 2, 1, 2, 2, 2, 0, 2, 0, 2, 1, 24
F# major (6#), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
Eb minor (6b), 2, 2, 4, 0, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 28
D# minor (6#), 3, 2, 5, 0, 1, 3, 2, 3, 2, 1, 1, 1, 2, 3, 29
Eb minor mel (6b), 2, 2, 6, 2, 4, 4, 4, 3, 3, 2, 2, 4, 2, 2, 42
D# minor mel (6#), 2, 3, 7, 2, 4, 4, 4, 4, 3, 2, 2, 4, 2, 2, 45
Gb major blues (6b), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
F# major blues (6#), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
Eb minor blues (6b), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
D# minor blues (6#), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 2, 1, 33
Gb dorian (6b), 1, 2, 4, 1, 3, 3, 2, 3, 3, 2, 2, 3, 2, 1, 32
F# dorian (6#), 0, 1, 4, 2, 4, 2, 4, 1, 2, 2, 1, 3, 2, 0, 28
Gb phrygian (6b), 1, 2, 3, 2, 4, 3, 3, 2, 2, 2, 2, 4, 3, 1, 34
F# phrygian (6#), 2, 2, 5, 1, 2, 4, 2, 3, 3, 2, 2, 2, 1, 2, 33
Gb lydian (6b), 2, 2, 4, 4, 2, 0, 2, 2, 2, 0, 5, 1, 3, 2, 31
F# lydian (6#), 1, 1, 3, 4, 2, 0, 2, 1, 1, 0, 3, 1, 2, 1, 22
Gb mixolydian (6b), 3, 2, 4, 5, 1, 2, 0, 2, 2, 0, 5, 0, 3, 3, 32
F# mixolydian (6#), 2, 1, 3, 5, 1, 2, 0, 1, 1, 0, 3, 0, 2, 2, 23
Gb aeolian (6b), 2, 2, 3, 5, 1, 1, 1, 2, 2, 0, 5, 0, 3, 2, 29
F# aeolian (6#), 1, 1, 2, 5, 1, 1, 1, 1, 1, 0, 3, 0, 2, 1, 20
Gb locrian (6b), 3, 2, 5, 5, 2, 2, 1, 3, 3, 0, 3, 0, 3, 3, 35
F# locrian (6#), 2, 1, 4, 5, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 27
Cb major (7b), 3, 2, 4, 2, 2, 4, 0, 2, 2, 0, 5, 0, 3, 3, 32
C# major (7#), 2, 2, 4, 4, 2, 0, 2, 1, 1, 0, 3, 1, 2, 2, 26
Ab minor (7b), 1, 0, 2, 5, 2, 2, 0, 1, 2, 0, 3, 1, 2, 1, 22
A# minor (7#), 2, 3, 6, 5, 3, 1, 4, 3, 4, 1, 3, 2, 3, 2, 42
Ab minor mel (7b), 0, 0, 1, 5, 2, 1, 1, 1, 2, 0, 3, 1, 2, 0, 19
A# minor mel (7#), 0, 1, 4, 5, 4, 1, 4, 3, 4, 1, 3, 3, 4, 0, 37
Cb major blues (7b), 4, 3, 5, 2, 3, 5, 3, 4, 3, 0, 5, 1, 3, 4, 45
C# major blues (7#), 2, 2, 4, 4, 2, 0, 2, 2, 2, 0, 5, 1, 3, 2, 31
Ab minor blues (7b), 1, 1, 3, 4, 2, 0, 2, 1, 1, 0, 3, 1, 2, 1, 22
A# minor blues (7#), 3, 2, 4, 5, 1, 2, 0, 2, 2, 0, 5, 0, 3, 3, 32
Cb dorian (7b), 2, 1, 3, 5, 1, 2, 0, 1, 1, 0, 3, 0, 2, 2, 23
C# dorian (7#), 2, 2, 3, 5, 1, 1, 1, 2, 2, 0, 5, 0, 3, 2, 29
Cb phrygian (7b), 1, 1, 2, 5, 1, 1, 1, 1, 1, 0, 3, 0, 2, 1, 20
C# phrygian (7#), 3, 2, 5, 5, 2, 2, 1, 3, 3, 0, 3, 0, 3, 3, 35
Cb lydian (7b), 2, 1, 4, 5, 2, 2, 1, 2, 2, 0, 2, 0, 2, 2, 27
C# lydian (7#), 3, 2, 4, 2, 2, 4, 0, 2, 2, 0, 5, 0, 3, 3, 32
Cb mixolydian (7b), 2, 2, 4, 4, 2, 0, 2, 1, 1, 0, 3, 1, 2, 2, 26
C# mixolydian (7#), 1, 0, 2, 5, 2, 2, 0, 1, 2, 0, 3, 1, 2, 1, 22
Cb aeolian (7b), 2, 3, 6, 5, 3, 1, 4, 3, 4, 1, 3, 2, 3, 2, 42
C# aeolian (7#), 0, 0, 1, 5, 2, 1, 1, 1, 2, 0, 3, 1, 2, 0, 19
Cb locrian (7b), 4, 3, 5, 2, 3, 5, 2, 4, 1, 0, 1, 1, 3, 4, 38
C# locrian (7#), 4, 3, 5, 2, 3, 5, 3, 4, 3, 0, 5, 1, 3, 4, 45
