 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, rowcost
F# minor (3#), 0, 2, 1, 2, 3, 4, 3, 3, 3, 4, 1, 1, 1, 1, 1, 1, 0, 0, 31
C minor mel (3b), 1, 0, 1, 1, 2, 3, 2, 2, 2, 2, 0, 0, 0, 1, 2, 1, 2, 2, 24
F# minor mel (3#), 3, 2, 3, 1, 3, 1, 3, 1, 1, 3, 2, 2, 2, 2, 2, 1, 1, 2, 35
Eb major blues (3b), 0, 0, 0, 1, 2, 3, 2, 2, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 21
A major blues (3#), 1, 1, 0, 0, 3, 2, 3, 1, 2, 3, 0, 0, 0, 1, 1, 1, 1, 2, 22
C minor blues (3b), 1, 2, 1, 1, 4, 3, 4, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 1, 26
F# minor blues (3#), 1, 1, 2, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 1, 2, 2, 3, 3, 38
Eb dorian (3b), 1, 1, 2, 2, 3, 4, 3, 3, 4, 5, 0, 0, 0, 1, 2, 2, 3, 3, 39
A dorian (3#), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
Eb phrygian (3b), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
A phrygian (3#), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
Eb lydian (3b), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
A lydian (3#), 0, 0, 0, 1, 2, 3, 2, 2, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 21
Eb mixolydian (3b), 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 3, 3, 22
A mixolydian (3#), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 3, 20
Eb aeolian (3b), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
A aeolian (3#), 1, 0, 1, 2, 1, 1, 1, 1, 2, 4, 1, 1, 1, 2, 1, 2, 2, 2, 26
Eb locrian (3b), 1, 1, 0, 0, 3, 2, 3, 1, 2, 3, 0, 0, 0, 1, 1, 1, 1, 2, 22
A locrian (3#), 1, 2, 1, 1, 4, 3, 4, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 1, 26
Ab major (4b), 1, 1, 2, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 1, 2, 2, 3, 3, 38
E major (4#), 1, 1, 2, 2, 3, 4, 3, 3, 4, 5, 0, 0, 0, 1, 2, 2, 3, 3, 39
F minor (4b), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
C# minor (4#), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
F minor mel (4b), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
C# minor mel (4#), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
Ab major blues (4b), 0, 0, 0, 1, 2, 3, 2, 2, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 21
E major blues (4#), 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 3, 3, 22
F minor blues (4b), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 3, 20
C# minor blues (4#), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
Ab dorian (4b), 1, 0, 1, 2, 1, 1, 1, 1, 2, 4, 1, 1, 1, 2, 1, 2, 2, 2, 26
E dorian (4#), 0, 2, 1, 2, 3, 4, 3, 3, 3, 4, 1, 1, 1, 1, 1, 1, 0, 0, 31
Ab phrygian (4b), 1, 0, 1, 1, 2, 3, 2, 2, 2, 2, 0, 0, 0, 1, 2, 1, 2, 2, 24
E phrygian (4#), 3, 2, 3, 1, 3, 1, 3, 1, 1, 3, 2, 2, 2, 2, 2, 1, 1, 2, 35
Ab lydian (4b), 0, 0, 0, 1, 2, 3, 2, 2, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 21
E lydian (4#), 1, 1, 0, 0, 3, 2, 3, 1, 2, 3, 0, 0, 0, 1, 1, 1, 1, 2, 22
Ab mixolydian (4b), 1, 2, 1, 1, 4, 3, 4, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 1, 26
E mixolydian (4#), 1, 1, 2, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 1, 2, 2, 3, 3, 38
Ab aeolian (4b), 1, 1, 2, 2, 3, 4, 3, 3, 4, 5, 0, 0, 0, 1, 2, 2, 3, 3, 39
E aeolian (4#), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
Ab locrian (4b), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
E locrian (4#), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
Db major (5b), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
B major (5#), 0, 0, 0, 1, 2, 3, 2, 2, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 21
Bb minor (5b), 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 3, 3, 22
G# minor (5#), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 3, 20
Bb minor mel (5b), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
G# minor mel (5#), 1, 0, 1, 2, 1, 1, 1, 1, 2, 4, 1, 1, 1, 2, 1, 2, 2, 2, 26
Db major blues (5b), 0, 0, 0, 1, 2, 3, 2, 2, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 21
B major blues (5#), 1, 1, 0, 0, 3, 2, 3, 1, 2, 3, 0, 0, 0, 1, 1, 1, 1, 2, 22
Bb minor blues (5b), 1, 2, 1, 1, 4, 3, 4, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 1, 26
G# minor blues (5#), 1, 1, 2, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 1, 2, 2, 3, 3, 38
Db dorian (5b), 1, 1, 2, 2, 3, 4, 3, 3, 4, 5, 0, 0, 0, 1, 2, 2, 3, 3, 39
B dorian (5#), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
Db phrygian (5b), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
B phrygian (5#), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
Db lydian (5b), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
B lydian (5#), 0, 0, 0, 1, 2, 3, 2, 2, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 21
Db mixolydian (5b), 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 3, 3, 22
B mixolydian (5#), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 3, 20
Db aeolian (5b), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
B aeolian (5#), 1, 0, 1, 2, 1, 1, 1, 1, 2, 4, 1, 1, 1, 2, 1, 2, 2, 2, 26
Db locrian (5b), 0, 2, 1, 2, 3, 4, 3, 3, 3, 4, 1, 1, 1, 1, 1, 1, 0, 0, 31
B locrian (5#), 2, 2, 2, 2, 4, 2, 4, 2, 3, 5, 1, 1, 1, 1, 0, 0, 0, 1, 33
Gb major (6b), 3, 2, 3, 1, 3, 1, 3, 1, 1, 3, 2, 2, 2, 2, 2, 1, 1, 2, 35
F# major (6#), 0, 0, 0, 1, 2, 3, 2, 2, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 21
Eb minor (6b), 1, 1, 0, 0, 3, 2, 3, 1, 2, 3, 0, 0, 0, 1, 1, 1, 1, 2, 22
D# minor (6#), 1, 2, 1, 1, 4, 3, 4, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 1, 26
Eb minor mel (6b), 1, 1, 2, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 1, 2, 2, 3, 3, 38
D# minor mel (6#), 1, 1, 2, 2, 3, 4, 3, 3, 4, 5, 0, 0, 0, 1, 2, 2, 3, 3, 39
Gb major blues (6b), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
F# major blues (6#), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
Eb minor blues (6b), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
D# minor blues (6#), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 2, 19
Gb dorian (6b), 0, 0, 0, 1, 2, 3, 2, 2, 3, 3, 0, 0, 0, 1, 1, 1, 1, 1, 21
F# dorian (6#), 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 0, 0, 0, 1, 2, 2, 3, 3, 22
Gb phrygian (6b), 0, 0, 0, 1, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 2, 3, 20
F# phrygian (6#), 0, 1, 1, 2, 3, 4, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 25
Gb lydian (6b), 3, 4, 2, 0, 3, 0, 3, 0, 0, 6, 4, 4, 4, 4, 5, 5, 4, 6, 57
F# lydian (6#), 2, 2, 2, 0, 2, 0, 2, 0, 0, 3, 2, 2, 2, 2, 3, 3, 3, 4, 34
Gb mixolydian (6b), 3, 5, 2, 2, 4, 1, 4, 1, 1, 8, 5, 5, 5, 5, 4, 4, 2, 4, 65
F# mixolydian (6#), 2, 3, 2, 2, 3, 1, 3, 1, 1, 5, 3, 3, 3, 3, 2, 2, 1, 2, 42
Gb aeolian (6b), 4, 4, 3, 1, 3, 0, 3, 0, 0, 7, 5, 5, 5, 5, 5, 4, 3, 5, 62
F# aeolian (6#), 3, 2, 3, 1, 2, 0, 2, 0, 0, 4, 3, 3, 3, 3, 3, 2, 2, 3, 39
Gb locrian (6b), 3, 5, 2, 2, 5, 2, 5, 2, 2, 6, 3, 3, 3, 3, 2, 2, 0, 2, 52
F# locrian (6#), 2, 3, 2, 2, 4, 2, 4, 2, 2, 4, 2, 2, 2, 2, 1, 1, 0, 1, 38
Cb major (7b), 4, 5, 3, 3, 4, 1, 4, 1, 1, 9, 6, 6, 6, 6, 4, 4, 2, 4, 73
C# major (7#), 3, 3, 2, 0, 2, 0, 2, 0, 0, 4, 2, 2, 2, 2, 3, 3, 3, 5, 38
Ab minor (7b), 1, 2, 2, 2, 1, 1, 1, 1, 1, 5, 4, 4, 4, 5, 4, 4, 3, 4, 49
A# minor (7#), 4, 4, 2, 1, 3, 1, 3, 1, 1, 7, 2, 2, 2, 2, 4, 3, 3, 5, 50
Ab minor mel (7b), 2, 1, 3, 1, 0, 0, 0, 0, 0, 4, 4, 4, 4, 5, 5, 4, 4, 5, 46
A# minor mel (7#), 2, 2, 2, 1, 1, 1, 1, 1, 1, 5, 2, 2, 2, 3, 5, 4, 4, 6, 45
Cb major blues (7b), 5, 5, 4, 3, 5, 2, 5, 2, 3, 10, 6, 6, 6, 6, 5, 4, 3, 5, 85
C# major blues (7#), 3, 4, 2, 0, 3, 0, 3, 0, 0, 6, 4, 4, 4, 4, 5, 5, 4, 6, 57
Ab minor blues (7b), 2, 2, 2, 0, 2, 0, 2, 0, 0, 3, 2, 2, 2, 2, 3, 3, 3, 4, 34
A# minor blues (7#), 3, 5, 2, 2, 4, 1, 4, 1, 1, 8, 5, 5, 5, 5, 4, 4, 2, 4, 65
Cb dorian (7b), 2, 3, 2, 2, 3, 1, 3, 1, 1, 5, 3, 3, 3, 3, 2, 2, 1, 2, 42
C# dorian (7#), 4, 4, 3, 1, 3, 0, 3, 0, 0, 7, 5, 5, 5, 5, 5, 4, 3, 5, 62
Cb phrygian (7b), 3, 2, 3, 1, 2, 0, 2, 0, 0, 4, 3, 3, 3, 3, 3, 2, 2, 3, 39
C# phrygian (7#), 3, 5, 2, 2, 5, 2, 5, 2, 2, 6, 3, 3, 3, 3, 2, 2, 0, 2, 52
Cb lydian (7b), 2, 3, 2, 2, 4, 2, 4, 2, 2, 4, 2, 2, 2, 2, 1, 1, 0, 1, 38
C# lydian (7#), 4, 5, 3, 3, 4, 1, 4, 1, 1, 9, 6, 6, 6, 6, 4, 4, 2, 4, 73
Cb mixolydian (7b), 3, 3, 2, 0, 2, 0, 2, 0, 0, 4, 2, 2, 2, 2, 3, 3, 3, 5, 38
C# mixolydian (7#), 1, 2, 2, 2, 1, 1, 1, 1, 1, 5, 4, 4, 4, 5, 4, 4, 3, 4, 49
Cb aeolian (7b), 4, 4, 2, 1, 3, 1, 3, 1, 1, 7, 2, 2, 2, 2, 4, 3, 3, 5, 50
C# aeolian (7#), 2, 1, 3, 1, 0, 0, 0, 0, 0, 4, 4, 4, 4, 5, 5, 4, 4, 5, 46
Cb locrian (7b), 4, 3, 3, 3, 5, 2, 5, 2, 3, 8, 2, 2, 2, 2, 0, 0, 0, 2, 48
C# locrian (7#), 5, 5, 4, 3, 5, 2, 5, 2, 3, 10, 6, 6, 6, 6, 5, 4, 3, 5, 85
