 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
B mixolydian (5#), 2, 2, 3, 1, 2, 2, 3, 0, 0, 3, 1, 2, 21
Db aeolian (5b), 3, 3, 3, 2, 3, 3, 3, 1, 1, 3, 2, 1, 28
B aeolian (5#), 2, 1, 1, 1, 1, 3, 1, 0, 0, 1, 1, 0, 12
Db locrian (5b), 3, 2, 3, 3, 2, 2, 3, 2, 1, 3, 3, 2, 29
B locrian (5#), 2, 3, 6, 1, 3, 3, 6, 1, 1, 6, 5, 0, 37
Gb major (6b), 4, 3, 4, 2, 3, 2, 4, 1, 0, 4, 5, 1, 33
F# major (6#), 2, 3, 3, 1, 3, 3, 3, 0, 0, 3, 1, 2, 24
Eb minor (6b), 1, 3, 4, 2, 3, 3, 4, 0, 0, 4, 2, 1, 27
D# minor (6#), 2, 3, 5, 2, 3, 3, 5, 1, 1, 5, 3, 1, 34
Eb minor mel (6b), 3, 3, 5, 1, 3, 3, 5, 1, 1, 5, 3, 2, 35
D# minor mel (6#), 3, 2, 5, 2, 2, 3, 5, 1, 1, 5, 3, 1, 33
Gb major blues (6b), 3, 3, 4, 1, 3, 3, 4, 1, 1, 4, 2, 2, 31
F# major blues (6#), 2, 2, 3, 1, 2, 2, 3, 0, 0, 3, 1, 2, 21
Eb minor blues (6b), 3, 3, 4, 1, 3, 3, 4, 1, 1, 4, 2, 2, 31
D# minor blues (6#), 2, 2, 3, 1, 2, 2, 3, 0, 0, 3, 1, 2, 21
Gb dorian (6b), 2, 3, 3, 1, 3, 3, 3, 0, 0, 3, 1, 2, 24
F# dorian (6#), 1, 2, 4, 1, 2, 2, 4, 0, 0, 4, 2, 2, 24
Gb phrygian (6b), 2, 2, 3, 1, 2, 2, 3, 0, 0, 3, 1, 2, 21
F# phrygian (6#), 3, 3, 3, 2, 3, 3, 3, 1, 1, 3, 2, 1, 28
Gb lydian (6b), 5, 6, 6, 2, 6, 2, 6, 2, 0, 6, 7, 2, 50
F# lydian (6#), 4, 4, 4, 1, 4, 2, 4, 1, 0, 4, 5, 1, 34
Gb mixolydian (6b), 4, 6, 7, 3, 6, 1, 7, 3, 1, 7, 8, 2, 55
F# mixolydian (6#), 3, 4, 5, 2, 4, 1, 5, 2, 1, 5, 6, 1, 39
Gb aeolian (6b), 5, 6, 6, 3, 6, 1, 6, 2, 0, 6, 7, 2, 50
F# aeolian (6#), 4, 4, 4, 2, 4, 1, 4, 1, 0, 4, 5, 1, 34
Gb locrian (6b), 4, 4, 7, 3, 4, 2, 7, 3, 1, 7, 8, 2, 52
F# locrian (6#), 3, 3, 5, 2, 3, 2, 5, 2, 1, 5, 6, 1, 38
Cb major (7b), 4, 6, 7, 4, 6, 3, 7, 3, 1, 7, 8, 2, 58
C# major (7#), 4, 4, 5, 1, 4, 2, 5, 1, 0, 5, 6, 1, 38
Ab minor (7b), 2, 3, 4, 3, 3, 1, 4, 2, 1, 4, 4, 1, 32
A# minor (7#), 4, 5, 7, 3, 5, 2, 7, 2, 0, 7, 7, 2, 51
Ab minor mel (7b), 3, 3, 3, 3, 3, 1, 3, 1, 0, 3, 3, 1, 27
A# minor mel (7#), 4, 3, 5, 3, 3, 2, 5, 2, 0, 5, 5, 2, 39
Cb major blues (7b), 5, 6, 8, 4, 6, 4, 8, 3, 1, 8, 8, 2, 63
C# major blues (7#), 5, 6, 6, 2, 6, 2, 6, 2, 0, 6, 7, 2, 50
Ab minor blues (7b), 4, 4, 4, 1, 4, 2, 4, 1, 0, 4, 5, 1, 34
A# minor blues (7#), 4, 6, 7, 3, 6, 1, 7, 3, 1, 7, 8, 2, 55
Cb dorian (7b), 3, 4, 5, 2, 4, 1, 5, 2, 1, 5, 6, 1, 39
C# dorian (7#), 5, 6, 6, 3, 6, 1, 6, 2, 0, 6, 7, 2, 50
Cb phrygian (7b), 4, 4, 4, 2, 4, 1, 4, 1, 0, 4, 5, 1, 34
C# phrygian (7#), 4, 4, 7, 3, 4, 2, 7, 3, 1, 7, 8, 2, 52
Cb lydian (7b), 3, 3, 5, 2, 3, 2, 5, 2, 1, 5, 6, 1, 38
C# lydian (7#), 4, 6, 7, 4, 6, 3, 7, 3, 1, 7, 8, 2, 58
Cb mixolydian (7b), 4, 4, 5, 1, 4, 2, 5, 1, 0, 5, 6, 1, 38
C# mixolydian (7#), 2, 3, 4, 3, 3, 1, 4, 2, 1, 4, 4, 1, 32
Cb aeolian (7b), 4, 5, 7, 3, 5, 2, 7, 2, 0, 7, 7, 2, 51
C# aeolian (7#), 3, 3, 3, 3, 3, 1, 3, 1, 0, 3, 3, 1, 27
Cb locrian (7b), 2, 4, 8, 2, 4, 4, 8, 1, 1, 8, 6, 0, 48
C# locrian (7#), 5, 6, 8, 4, 6, 4, 8, 3, 1, 8, 8, 2, 63
