 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, rowcost
C minor (3b),  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/3, 1/0, 2/2, 3/4, 5/8, 1/0, 3/2, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1,  ,  ,  ,  ,  ,  , 1/1, 2/2, 2/2, 3/2, 0/0, 1/2, 1/2, 1/5, 1/0, 31/37
F# minor (3#),  ,  ,  ,  , 3/1, 1/0, 3/1, 1/0, 3/1, 1/0, 3/1, 2/1, 4/5, 2/4, 2/0, 1/0, 0/0, 0/0, 1/2, 0/0, 2/2, 2/2, 4/3, 1/0, 2/2, 2/2, 4/3, 4/2, 0/0,  ,  ,  ,  ,  ,  , 2/1, 1/0, 1/0, 0/0, 0/0, 1/1, 1/3, 2/2, 0/0, 56/39
Ab major (4b),  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/2, 2/6, 3/2, 1/0, 3/2, 4/10, 2/12, 4/13, 3/4, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0,  ,  ,  ,  ,  ,  , 4/2, 1/0, 1/0, 2/0, 0/0, 2/3, 2/1, 3/10, 2/2, 48/69
E major (4#),  ,  ,  ,  , 3/1, 1/0, 3/1, 1/0, 3/1, 1/0, 3/1, 3/1, 4/3, 2/5, 2/2, 2/2, 0/0, 0/0, 1/0, 1/0, 3/1, 3/3, 3/2, 1/0, 3/1, 3/3, 3/2, 3/2, 0/0,  ,  ,  ,  ,  ,  , 3/2, 0/0, 0/0, 0/0, 0/0, 2/2, 2/2, 3/2, 0/0, 62/39
F minor (4b),  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 1/0, 1/0, 1/2, 2/3, 5/4, 1/0, 3/3, 2/0, 1/0, 1/0, 0/0, 0/0, 1/1, 1/3, 0/0, 0/1, 1/1,  ,  ,  ,  ,  ,  , 2/0, 1/2, 1/2, 2/2, 0/0, 2/0, 2/0, 2/0, 1/0, 36/24
C# minor (4#),  ,  ,  ,  , 4/1, 2/0, 4/1, 2/0, 4/1, 2/0, 4/1, 4/5, 5/7, 2/4, 2/0, 1/0, 0/0, 0/0, 3/4, 1/0, 3/2, 3/2, 4/13, 2/2, 3/2, 3/2, 4/13, 4/1, 0/0,  ,  ,  ,  ,  ,  , 4/3, 0/0, 0/0, 0/0, 0/0, 2/2, 2/2, 4/4, 0/0, 78/72
Db major (5b),  ,  ,  ,  , 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 6/4, 3/6, 3/2, 0/0, 2/2, 3/10, 2/12, 5/13, 4/6, 2/6, 2/2, 1/0, 1/0, 2/6, 2/2, 1/0, 1/0, 0/0,  ,  ,  ,  ,  ,  , 6/4, 1/1, 1/0, 1/0, 0/0, 3/7, 3/5, 5/12, 2/2, 69/102
B major (5#),  ,  ,  ,  , 2/1, 1/0, 2/1, 1/0, 2/1, 1/0, 2/1, 4/1, 3/5, 3/4, 1/0, 2/1, 1/5, 1/0, 2/5, 2/0, 2/2, 2/2, 3/2, 1/0, 2/2, 2/2, 3/2, 2/2, 0/0,  ,  ,  ,  ,  ,  , 4/1, 0/0, 0/0, 0/0, 0/0, 2/1, 2/3, 4/1, 1/0, 60/45
Bb minor (5b),  ,  ,  ,  , 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 3/0, 2/0, 1/0, 0/0, 1/1, 4/5, 1/0, 4/3, 2/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0,  ,  ,  ,  ,  ,  , 3/0, 1/1, 1/3, 1/2, 0/0, 2/2, 2/2, 3/0, 1/0, 47/19
G# minor (5#),  ,  ,  ,  , 3/1, 2/0, 3/1, 2/0, 3/1, 2/0, 3/1, 6/7, 4/7, 3/4, 1/0, 2/0, 1/0, 1/0, 4/4, 3/2, 3/8, 3/4, 4/13, 2/2, 3/8, 3/4, 4/13, 3/1, 0/0,  ,  ,  ,  ,  ,  , 6/5, 0/0, 0/0, 0/0, 0/0, 3/5, 3/7, 6/6, 1/0, 87/104
Gb major (6b),  ,  ,  ,  , 2/8, 2/2, 2/8, 2/2, 2/8, 2/2, 2/8, 7/8, 5/8, 3/2, 0/0, 2/3, 2/10, 2/12, 4/17, 4/6, 3/6, 3/2, 3/10, 2/2, 3/6, 3/2, 3/10, 2/6, 0/0,  ,  ,  ,  ,  ,  , 7/6, 0/0, 0/0, 1/0, 0/0, 4/7, 4/5, 6/16, 2/2, 89/184
F# major (6#),  ,  ,  ,  , 1/4, 1/0, 1/1, 1/0, 1/1, 1/0, 1/1, 4/3, 3/5, 2/4, 0/0, 1/1, 1/0, 1/0, 2/2, 2/0, 2/2, 2/2, 2/3, 1/0, 2/2, 2/2, 2/3, 1/3, 0/0,  ,  ,  ,  ,  ,  , 4/2, 0/0, 0/0, 1/0, 0/0, 3/1, 3/3, 3/2, 1/0, 52/47
Eb minor (6b),  ,  ,  ,  , 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 3/1, 3/3, 1/0, 0/0, 1/2, 3/5, 1/0, 3/3, 2/0, 2/0, 2/0, 2/0, 1/0, 2/0, 2/0, 2/0, 1/0, 0/0,  ,  ,  ,  ,  ,  , 3/1, 0/0, 0/0, 1/0, 0/0, 3/3, 3/1, 3/5, 1/0, 52/24
D# minor (6#),  ,  ,  ,  , 2/1, 2/0, 2/1, 2/0, 2/1, 2/0, 2/1, 6/9, 5/8, 2/0, 0/0, 2/2, 5/10, 2/12, 5/14, 4/6, 3/2, 3/2, 3/3, 2/0, 3/2, 3/2, 3/3, 2/1, 0/0,  ,  ,  ,  ,  ,  , 6/7, 0/0, 0/0, 1/0, 0/0, 4/4, 4/4, 6/16, 2/2, 90/113
Cb major (7b),  ,  ,  ,  , 3/8, 2/2, 3/8, 2/2, 3/8, 2/2, 3/8, 7/8, 6/12, 4/2, 1/0, 3/2, 2/10, 2/12, 4/17, 4/6, 4/10, 4/6, 5/12, 2/2, 4/10, 4/6, 5/12, 3/6, 0/0,  ,  ,  ,  ,  ,  , 7/6, 0/0, 0/0, 0/0, 0/0, 4/9, 4/11, 7/16, 2/2, 106/215
C# major (7#),  ,  ,  ,  , 2/8, 2/0, 2/1, 2/0, 2/1, 2/0, 2/1, 5/5, 3/5, 2/1, 0/0, 1/1, 2/2, 1/0, 5/4, 2/0, 1/3, 1/1, 2/10, 2/0, 1/3, 1/1, 2/10, 2/6, 0/0,  ,  ,  ,  ,  ,  , 5/3, 1/0, 1/0, 1/0, 0/0, 2/2, 2/2, 4/4, 1/0, 64/74
Ab minor (7b),  ,  ,  ,  , 2/0, 1/0, 2/0, 1/0, 2/0, 1/0, 2/0, 5/2, 4/6, 4/2, 1/0, 3/3, 2/10, 2/12, 4/13, 3/4, 2/0, 2/0, 3/0, 1/0, 2/0, 2/0, 3/0, 2/0, 0/0,  ,  ,  ,  ,  ,  , 5/2, 0/0, 0/0, 0/0, 0/0, 2/3, 2/1, 5/10, 2/2, 72/70
A# minor (7#),  ,  ,  ,  , 2/1, 2/0, 2/1, 2/0, 2/1, 2/0, 2/1, 6/9, 4/8, 2/0, 0/0, 2/2, 6/10, 2/0, 6/14, 4/6, 2/2, 2/2, 2/10, 2/0, 2/2, 2/2, 2/10, 2/1, 0/0,  ,  ,  ,  ,  ,  , 6/7, 1/0, 1/0, 2/2, 0/0, 4/10, 4/6, 6/16, 2/2, 88/125
