 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, rowcost
C minor (3b), 0/0, 3/0, 2/0, 2/0, 2/1, 3/1, 5/2, 2/1, 0/0, 3/1, 0/0, 0/1, 1/0, 0/1, 0/0, 3/1, 3/2, 1/0, 0/0, 3/0, 2/0, 2/0, 2/1, 3/1, 4/2, 2/0, 0/1, 0/0, 48/16
F# minor (3#), 1/1, 2/2, 2/1, 2/1, 1/0, 2/2, 4/2, 5/4, 1/1, 4/2, 1/2, 4/3, 2/2, 4/3, 2/2, 0/0, 1/1, 4/3, 1/1, 2/1, 2/1, 2/1, 1/0, 2/2, 4/2, 1/1, 3/2, 3/1, 63/44
Ab major (4b), 1/0, 5/5, 4/7, 4/7, 1/1, 4/2, 6/5, 2/1, 1/0, 3/3, 0/0, 0/0, 0/0, 0/0, 0/0, 5/2, 5/4, 4/2, 1/0, 5/5, 4/7, 4/7, 1/1, 4/2, 5/4, 3/8, 1/0, 0/0, 73/73
E major (4#), 2/0, 2/0, 2/0, 2/0, 0/0, 2/4, 4/2, 4/2, 2/0, 3/1, 1/0, 3/1, 4/5, 3/3, 2/2, 1/1, 2/1, 2/2, 2/0, 2/0, 2/0, 2/0, 0/0, 2/4, 4/2, 1/0, 4/2, 3/1, 63/33
F minor (4b), 1/0, 3/2, 2/1, 2/1, 2/1, 4/1, 6/2, 2/2, 1/0, 3/1, 0/0, 0/1, 0/0, 0/0, 0/0, 4/3, 5/5, 2/0, 1/0, 3/0, 2/0, 2/0, 2/1, 4/1, 5/2, 2/0, 1/0, 0/0, 59/24
C# minor (4#), 2/1, 3/3, 3/3, 3/3, 0/0, 3/4, 5/2, 6/6, 2/1, 8/6, 1/2, 4/5, 2/3, 4/2, 2/0, 1/0, 3/2, 5/3, 2/1, 3/3, 3/3, 3/3, 0/0, 3/4, 5/2, 1/0, 5/6, 4/5, 86/73
Db major (5b), 2/2, 6/5, 5/7, 5/7, 1/2, 3/6, 6/7, 4/3, 2/4, 4/3, 0/0, 1/0, 0/0, 1/0, 0/0, 5/4, 5/6, 5/6, 2/4, 6/5, 5/7, 5/7, 1/0, 3/5, 5/5, 3/8, 3/2, 1/0, 89/105
B major (5#), 2/1, 3/0, 3/0, 3/0, 0/0, 2/4, 3/3, 4/4, 2/1, 4/2, 1/0, 2/1, 4/2, 2/3, 2/1, 2/0, 2/0, 2/3, 2/1, 3/0, 3/0, 3/0, 0/0, 2/4, 3/2, 2/1, 3/2, 2/1, 66/36
Bb minor (5b), 1/0, 5/2, 4/1, 4/1, 2/1, 4/2, 5/3, 3/1, 1/0, 4/1, 0/0, 1/0, 0/0, 1/0, 0/0, 3/3, 4/6, 4/2, 1/0, 5/3, 4/1, 4/1, 2/1, 4/2, 4/2, 2/0, 2/0, 1/0, 75/33
G# minor (5#), 3/2, 4/2, 4/4, 4/4, 0/0, 7/5, 6/4, 7/7, 3/5, 8/6, 1/0, 3/2, 2/0, 3/2, 2/0, 3/2, 4/4, 6/7, 3/5, 4/4, 4/3, 4/3, 0/0, 7/5, 6/4, 2/0, 5/8, 3/5, 108/93
Gb major (6b), 3/2, 6/7, 5/9, 5/9, 1/1, 4/6, 7/8, 5/5, 3/4, 4/7, 1/0, 3/2, 1/0, 3/2, 1/0, 4/4, 5/7, 6/6, 3/4, 6/7, 5/9, 5/9, 1/1, 4/6, 6/6, 4/8, 5/6, 3/4, 109/139
F# major (6#), 2/1, 4/2, 3/2, 3/2, 1/0, 3/2, 5/2, 3/4, 2/1, 3/5, 1/0, 2/3, 1/0, 2/3, 1/0, 2/0, 3/0, 5/3, 2/1, 4/2, 3/2, 3/2, 1/0, 3/2, 4/2, 3/0, 3/2, 2/1, 74/44
Eb minor (6b), 2/0, 4/4, 3/4, 3/4, 1/1, 5/2, 6/4, 4/1, 2/0, 5/3, 1/0, 2/0, 1/0, 2/0, 1/0, 2/1, 3/4, 5/2, 2/0, 4/4, 3/4, 3/4, 1/1, 5/2, 5/3, 3/4, 3/0, 2/0, 83/52
D# minor (6#), 3/1, 6/3, 5/7, 5/7, 1/0, 7/5, 8/5, 6/6, 3/1, 7/7, 1/0, 3/2, 1/0, 3/2, 1/0, 4/4, 5/4, 6/7, 3/5, 6/3, 5/7, 5/7, 1/0, 7/5, 7/5, 4/4, 5/8, 3/1, 121/106
Cb major (7b), 4/4, 6/9, 6/11, 6/11, 0/0, 4/9, 6/9, 7/9, 4/6, 6/9, 2/4, 4/6, 6/4, 4/6, 3/2, 4/4, 4/7, 4/12, 4/6, 6/9, 6/11, 6/11, 0/0, 4/9, 6/7, 4/10, 6/10, 4/6, 126/201
C# major (7#), 1/1, 6/3, 5/3, 5/3, 1/0, 2/3, 4/3, 4/5, 1/2, 6/7, 0/0, 2/2, 0/0, 2/2, 0/0, 3/0, 5/2, 4/3, 1/1, 6/3, 5/3, 5/3, 1/0, 2/3, 3/3, 2/0, 3/6, 2/5, 81/66
Ab minor (7b), 2/0, 4/5, 4/7, 4/7, 0/0, 5/2, 6/6, 5/1, 2/0, 6/3, 1/0, 2/0, 2/0, 2/0, 2/0, 3/2, 2/4, 5/2, 2/0, 4/5, 4/7, 4/7, 0/0, 5/2, 6/4, 3/8, 3/0, 2/0, 90/72
A# minor (7#), 2/1, 8/5, 6/7, 6/7, 3/2, 6/5, 8/7, 5/6, 2/1, 7/9, 0/0, 2/2, 0/0, 2/2, 0/0, 5/4, 7/10, 5/7, 2/5, 8/7, 6/9, 6/9, 3/2, 6/5, 6/5, 4/12, 4/8, 2/1, 121/138
