 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, rowcost
Eb major (3b), 1/0, 1/0, 1/0, 1/0, 3/1, 2/1, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 2/1, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/2, 0/0, 0/0, 0/0, 1/1, 1/1, 5/4, 1/3, 2/2, 1/1, 30/18
A major (3#), 0/0, 1/2, 0/0, 1/2, 0/0, 2/2, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/2, 2/0, 1/0, 1/0, 2/0, 1/0, 2/2, 1/0, 0/0, 1/0, 1/0, 1/0, 2/2, 0/0, 1/0, 1/0, 2/1, 0/0, 32/13
C minor (3b), 1/0, 1/0, 1/0, 1/0, 3/1, 3/2, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 3/1, 3/1, 1/0, 29/6
F# minor (3#), 0/0, 4/2, 0/0, 4/2, 0/0, 4/3, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 3/3, 2/1, 1/0, 1/0, 2/2, 1/0, 2/2, 1/0, 0/0, 1/0, 1/0, 1/0, 3/3, 0/0, 4/2, 1/0, 3/1, 0/0, 46/21
Ab major (4b), 2/2, 8/8, 2/2, 8/8, 2/7, 3/3, 2/2, 0/0, 0/0, 2/4, 0/0, 2/4, 2/1, 2/3, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 2/2, 2/2, 0/0, 0/0, 0/0, 1/1, 1/1, 5/4, 1/0, 2/2, 2/1, 53/59
E major (4#), 0/0, 4/2, 0/0, 4/2, 0/0, 3/2, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 3/3, 2/2, 1/0, 1/0, 2/4, 1/0, 2/3, 1/0, 1/0, 1/0, 1/0, 1/0, 2/2, 0/0, 1/0, 0/0, 2/1, 1/0, 41/21
F minor (4b), 1/0, 1/0, 1/0, 1/0, 3/1, 3/1, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 2/1, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 2/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 3/3, 2/1, 2/0, 31/9
C# minor (4#), 0/0, 4/4, 0/0, 4/4, 0/0, 4/2, 2/4, 2/2, 2/2, 2/8, 2/2, 2/8, 5/6, 4/1, 3/2, 1/0, 1/0, 3/4, 1/0, 3/4, 1/0, 1/0, 1/0, 1/0, 1/0, 4/5, 0/0, 4/2, 0/0, 5/3, 1/0, 64/63
Db major (5b), 2/2, 8/8, 2/2, 8/8, 2/7, 3/3, 3/2, 1/0, 1/0, 3/4, 1/0, 3/4, 3/1, 3/3, 1/0, 0/0, 0/0, 1/0, 0/0, 3/2, 2/2, 3/6, 0/0, 0/0, 0/0, 2/1, 1/1, 5/4, 1/0, 3/2, 3/5, 68/67
B major (5#), 1/0, 5/2, 1/0, 5/2, 1/0, 2/2, 2/0, 1/0, 1/0, 2/0, 1/0, 2/0, 1/0, 2/3, 2/2, 1/0, 1/0, 2/2, 1/0, 3/2, 2/0, 1/0, 1/0, 1/0, 1/0, 3/3, 0/0, 4/2, 0/0, 3/1, 1/0, 54/21
Bb minor (5b), 1/0, 1/0, 1/0, 1/0, 3/1, 2/1, 2/0, 1/0, 1/0, 2/0, 1/0, 2/0, 3/1, 3/1, 1/0, 0/0, 0/0, 1/0, 0/0, 2/0, 1/0, 2/0, 0/0, 0/0, 0/0, 2/1, 1/0, 1/0, 3/3, 3/1, 2/0, 43/9
G# minor (5#), 1/0, 5/4, 1/1, 5/4, 1/0, 3/2, 3/1, 2/0, 2/0, 3/2, 2/0, 3/2, 5/6, 3/1, 3/2, 1/0, 1/0, 3/4, 1/0, 4/4, 2/0, 2/4, 1/0, 1/0, 1/0, 4/5, 0/0, 4/2, 0/0, 5/3, 2/4, 74/51
Gb major (6b), 2/2, 8/8, 2/2, 8/8, 2/6, 4/3, 4/6, 2/2, 2/2, 4/12, 2/2, 4/12, 2/7, 4/7, 2/2, 0/0, 0/0, 2/4, 0/0, 4/6, 2/2, 3/6, 0/0, 0/0, 0/0, 3/5, 1/0, 5/4, 1/0, 3/4, 3/5, 79/117
F# major (6#), 1/0, 5/2, 1/0, 5/2, 1/0, 3/2, 2/2, 1/0, 1/0, 2/4, 1/0, 2/4, 1/0, 2/3, 1/1, 0/0, 0/0, 1/2, 0/0, 2/2, 1/0, 2/0, 0/0, 0/0, 0/0, 2/3, 1/0, 5/2, 1/0, 2/2, 2/0, 48/31
Eb minor (6b), 1/0, 1/0, 1/0, 1/0, 3/1, 3/1, 2/0, 1/0, 1/0, 2/0, 1/0, 2/0, 3/1, 3/1, 1/0, 0/0, 0/0, 1/0, 0/0, 2/1, 1/0, 2/2, 0/0, 0/0, 0/0, 2/1, 1/0, 5/4, 1/0, 3/2, 2/1, 46/15
D# minor (6#), 2/0, 2/0, 2/0, 2/0, 5/6, 4/1, 4/2, 2/0, 2/0, 4/4, 2/0, 4/4, 5/6, 5/2, 2/2, 0/0, 0/0, 2/4, 0/0, 4/6, 2/2, 3/4, 0/0, 0/0, 0/0, 3/5, 1/0, 5/2, 1/0, 4/3, 3/4, 75/57
Cb major (7b), 2/2, 8/8, 2/2, 8/8, 2/6, 4/5, 4/6, 2/2, 2/2, 4/12, 2/2, 4/12, 2/7, 4/7, 3/2, 1/0, 1/0, 3/4, 1/0, 5/6, 3/2, 2/6, 1/0, 1/0, 1/0, 4/5, 0/1, 4/4, 0/0, 4/4, 2/4, 86/119
C# major (7#), 1/0, 5/4, 1/1, 5/4, 1/0, 2/2, 3/1, 2/0, 2/0, 3/2, 2/0, 3/2, 5/6, 3/1, 2/2, 0/0, 0/0, 2/4, 0/0, 3/4, 1/0, 2/0, 0/0, 0/0, 0/0, 3/5, 1/0, 5/2, 1/0, 4/3, 2/0, 64/43
Ab minor (7b), 2/2, 8/8, 2/2, 8/8, 2/7, 4/3, 3/2, 1/0, 1/0, 3/4, 1/0, 3/4, 3/1, 3/2, 2/0, 1/0, 1/0, 2/0, 1/0, 4/2, 3/2, 1/2, 1/0, 1/0, 1/0, 3/1, 0/1, 4/4, 0/0, 4/2, 1/2, 74/59
A# minor (7#), 2/0, 2/0, 2/0, 2/0, 5/6, 3/1, 4/2, 2/0, 2/0, 4/4, 2/0, 4/4, 5/6, 5/2, 2/2, 0/0, 0/0, 2/4, 0/0, 4/6, 2/2, 4/8, 0/0, 0/0, 0/0, 4/4, 2/2, 2/10, 5/6, 5/4, 4/6, 80/79
