id,title,composer,KSgt,KSest,notes,err,time
313,313-Schumann-trio1,,,a minor (0),72,2,0.086
314,314-Couperin-intime,,,e minor (1),60,0,0.019
315,315-Ibert-symphonieconcertante,,C major (0),d minor (-1),147,20,0.094
316,316-Bach-courantesuite3,,(2),f# minor (3),80,0,0.040
317,317-Mozart-sonateKV333,,,g minor (-2),191,1,0.157
319,319-Haydn-symphonie88,,,e minor (1),101,1,0.052
320,320-Kuhlau-sonatine2op60,,,a minor (0),135,1,0.081
321,321-Debussy-Pelleas,,E major (4),a minor (0),62,0,0.022
323,323-Bartok-images,,A major (3),D major (2),55,0,0.034
325,325-Chopin-concertoop21,,,f minor (-4),238,3,0.092
326,326-Mozart-ariaflute,,,c minor (-3),127,2,0.047
327,327-Mendelssohn-romancesp8op30,,,b- minor (-5),75,0,0.017
328,328-Bartok-sonatine,,D major (2),G major (1),80,0,0.041
329,329-Debussy-sonateviolon,,,g minor (-2),78,0,0.021
331,331-Beethoven-sonateop26,,(-4),b- minor (-5),89,0,0.026
332,332-Milhaud-boeuf,,C major (0),a- minor (-7),88,24,0.037
333,333-Mazas-romance1op36,,,E major (4),150,0,0.113
334,334-Haydn-concertosol,,C major (0),e minor (1),166,0,0.128
335,335-Berlioz-BenvenutoCelliniop23,,,e minor (1),104,6,0.046
337,337-Beethoven-sonate2op10,,(-1),C major (0),93,0,0.032
338,338-Haendel-sonateV,,,f# minor (3),155,0,0.183
339,339-Mozart-air17flute,,,g minor (-2),105,0,0.210
340,340-Kuhlau-sonatine4op88,,,f# minor (3),119,1,0.045
341,341-Mozart-concertolaKV219,,,c# minor (4),179,0,0.182
343,343-Bach-allemandePartita6,,,e minor (1),134,1,1.071
344,344-Mozart-quintettemibK614,,,B- major (-2),79,0,0.030
345,345-Debussy-PelleasII4,,E major (4),a- minor (-7),48,33,0.025
346,346-Chopin-fantaisie,,,A major (3),60,0,0.019
347,347-Haendel-concertogrosso7,,,B- major (-2),111,0,0.095
348,348-Mozart-flutemarche,,,C major (0),102,1,0.136
349,349-Haydn-quatuor5op76,,,F# major (6),98,0,0.034
351,351-Jones,,,a minor (0),145,0,0.112
352,352-Scarlatti-sonateutK502,,,C major (0),86,0,0.032
353,353-Mendelssohn-romancesspop67,,,f# minor (3),31,0,0.010
354,354-Mozart-sonatefaKV332,,,g minor (-2),147,1,0.257
355,355-Mozart-sonatereKV311,,,e minor (1),144,0,0.064
356,356-Chopin-nocturne1op27,,(4),f# minor (3),68,1,0.023
357,357-Bach-ariaGoldbergBWV988,,G major (1),D major (2),137,0,0.078
359,359-Mozart-romance,,,a minor (0),157,0,0.131
360,360-Soulage,,(2),A major (3),115,0,0.034
361,361-Beethoven-sonate2op14,,(1),b minor (2),144,1,0.116
363,363-Debussy-clairdelune,,,b- minor (-5),149,0,0.047
366,366-Bach-andante,,(-1),a minor (0),137,1,0.110
367,367-Bach-suite5,,,G major (1),99,0,0.053
369,369-Bach-solocembalo,,(-3),g minor (-2),299,2,0.159
370,370-Beethoven-quatuor3op59,,,a minor (0),148,0,0.081
371,371-Haydn-concertoreop21,,,f# minor (3),120,1,0.155
374,374-Bizet-seguedille,,,b minor (2),170,1,0.063
375,375-Beethoven-sonate21op53,,,d minor (-1),70,3,0.037
376,376-Clementi-sonate2op26,,,b minor (2),65,1,0.024
378,378-Beethoven-quintetteop29,,,d minor (-1),168,1,0.182
380,380-Bartok-Bulgare,,,C major (0),59,2,0.017
401,401-Mozart-sonateKV282,,(-3),g minor (-2),180,1,0.934
403,403-Bach-allemandePartita4,,,b minor (2),394,2,1.362
404,404-Rode-caprice6,,,b minor (2),188,1,0.369
405,405-Bach-prelude13,,,d# minor (6),102,0,0.076
407,407-Beethoven-sonate1op10,,,f minor (-4),121,7,0.043
408,408-Bach-sarabande-Partita4,,(2),A major (3),153,0,0.231
409,409-Beethoven-quatuor1op18,,(-1),b minor (2),153,2,0.344
410,410-Mozart-sonateKV309,,,d minor (-1),187,2,0.432
413,413-Beethoven-quintetteop16,,,c minor (-3),131,2,0.113
414,414-Bach-laudamus-te,,,A major (3),220,1,1.724
415,415-Mozart-donGiovaniI2,,,g minor (-2),132,0,0.044
416,416-Bach-aria-Goldberg,,,e minor (1),98,0,0.227
418,418-Bach-courante-partita4,,,b minor (2),174,0,0.196
419,419-Beethoven-variation23,,,b minor (2),158,1,0.343
420,420-Bach-prelude6,,,b minor (2),167,0,0.214
423,423-Bach-adagio-Goldberg25,,,g minor (-2),98,3,1.096
424,424-Bach-prelude4,,,c# minor (4),125,0,0.051
425,425-Beethoven-sonateop7,,(0),G major (1),133,0,0.173
426,426-Bach-suiteanglaise1,,,A major (3),94,0,0.071
427,427-Bach-rondo-partita2,,,c minor (-3),69,0,0.019
428,428-Beethoven-sonate3op10,,(-1),a minor (0),97,0,0.085
429,429-Mozart-sonateKV283,,,C major (0),161,0,0.338
431,431-Bach-sinfonia-partita2,,,c minor (-3),342,1,2.625
434,434-Bach-concertoitalien,,,d minor (-1),340,1,1.623
435,435-Wolf-nein,,(1),b minor (2),71,5,0.026
436,436-Bach-ouverture-partita4,,,D major (2),171,1,0.614
437,437-Bach-courante-partita2,,,c minor (-3),112,0,0.103
438,438-Mozart-sonateKV457,,,c minor (-3),214,4,1.987
440,440-Bach-prelude10,,,e minor (1),176,0,0.152
442,442-Mozart-dongiovaniII7,,,E- major (-3),114,0,0.034
443,443-Ibert-escales,,(6),g# minor (5),172,31,1.275
444,444-Bach-invention,,,c# minor (4),320,4,0.149
445,445-Beethoven-sonateop110,,(-6),g# minor (5),92,74,0.038
446,446-Mozart-sonateKV330,,,a minor (0),268,0,0.255
448,448-Bach-concertoclavecin1,,,g minor (-2),203,2,0.542
449,449-Clementi-gradus,,F major (-1),e minor (1),150,0,0.192
450,450-Bach-toccata-solm,,,g minor (-2),101,0,0.199
451,451-Bach-sarabande,,,g minor (-2),221,0,0.295
453,453-Mozart-sonateKV310,,,d minor (-1),192,0,0.442
456,456-Haendel-sonate4,,,b minor (2),156,0,0.214
457,457-Bach-prelude8,,,e- minor (-6),109,0,0.083
458,458-Liszt-rhapsodiehongroise12,,,c# minor (4),83,1,0.051
459,459-Bach-courantepartita6,,,e minor (1),153,0,0.074
460,460-Spohr-duoconcertant1op3,,,E- major (-3),127,1,0.583
461,461-Bach-allemande-partita1,,,b minor (2),511,0,4.721
465,465-Clementi-sonateop12,,,d minor (-1),231,4,0.729
467,467-Schubert-MatchenTod,,,g minor (-2),167,0,0.082
468,468-Scarlatti-sonateK502,,,C major (0),260,0,0.098
