 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, rowcost
Db major (5b), 5/4, 0/0, 0/0, 1/1, 0/0, 0/0, 2/2, 2/2, 5/4, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 5/4, 0/0, 0/0, 1/1, 0/0, 0/0, 2/2, 2/2, 1/1, 0/0, 0/0, 2/2, 32/28
B major (5#), 4/2, 1/0, 0/0, 2/1, 0/0, 0/0, 1/1, 1/0, 4/2, 2/1, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 4/2, 1/0, 0/0, 2/1, 0/0, 0/0, 1/1, 1/0, 0/0, 1/0, 2/1, 3/2, 32/15
Bb minor (5b), 1/0, 0/0, 0/0, 1/1, 0/0, 0/0, 1/1, 1/0, 1/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/2, 0/0, 0/0, 1/1, 0/0, 0/0, 1/1, 1/0, 1/1, 0/0, 0/0, 1/1, 13/9
G# minor (5#), 3/0, 1/0, 0/0, 2/2, 0/0, 0/0, 2/2, 2/2, 3/7, 2/4, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 3/0, 1/0, 0/0, 2/2, 0/0, 0/0, 2/2, 2/2, 0/0, 1/0, 2/0, 4/2, 33/25
Gb major (6b), 5/4, 0/0, 0/0, 3/2, 0/0, 0/0, 2/2, 2/2, 5/4, 3/2, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 5/4, 0/0, 0/0, 3/2, 0/0, 0/0, 2/2, 2/2, 0/0, 0/0, 1/0, 3/3, 38/29
F# major (6#), 3/2, 0/0, 0/0, 2/1, 0/0, 0/0, 1/1, 1/0, 3/2, 2/1, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 3/2, 0/0, 0/0, 2/1, 0/0, 0/0, 1/1, 1/0, 0/0, 0/0, 1/0, 2/1, 24/12
Eb minor (6b), 1/0, 0/0, 0/0, 1/1, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/1, 0/2, 1/0, 0/0, 0/0, 1/1, 0/0, 0/0, 1/1, 1/0, 0/0, 0/0, 1/0, 2/1, 15/8
D# minor (6#), 2/0, 0/0, 0/0, 2/2, 0/0, 0/0, 2/2, 2/0, 2/0, 2/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/0, 0/0, 0/0, 2/2, 0/0, 0/0, 2/2, 2/0, 0/0, 0/0, 1/0, 3/1, 26/9
Cb major (7b), 6/4, 1/0, 0/0, 3/2, 0/0, 0/0, 2/2, 2/2, 6/4, 3/2, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 0/0, 6/4, 1/0, 0/0, 3/2, 0/0, 0/0, 2/2, 2/2, 0/0, 1/0, 3/2, 5/4, 49/34
C# major (7#), 3/2, 0/0, 0/0, 2/2, 0/0, 0/0, 1/1, 1/0, 3/2, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 3/2, 0/0, 0/0, 2/2, 0/0, 0/0, 1/1, 1/0, 1/0, 0/0, 0/0, 1/1, 22/15
Ab minor (7b), 2/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/1, 1/0, 2/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/1, 0/1, 2/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/1, 1/0, 0/0, 1/0, 2/0, 3/1, 22/7
A# minor (7#), 2/0, 0/0, 0/0, 2/2, 0/0, 0/0, 2/2, 2/0, 2/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 0/0, 2/0, 0/0, 0/0, 2/2, 0/0, 0/0, 2/2, 2/0, 1/0, 0/0, 0/0, 2/1, 25/11
