 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, rowcost
Eb major (3b), 2/1, 1/0, 2/2, 0/0, 1/0, 0/0, 1/0, 1/0, 3/1, 2/1, 0/0, 1/1, 2/2, 1/0, 2/1, 1/1, 2/2, 1/0, 1/1, 0/0, 24/13
A major (3#), 1/0, 1/0, 1/0, 1/0, 2/1, 2/1, 2/2, 0/0, 0/0, 0/0, 2/1, 0/0, 2/1, 0/0, 0/0, 0/0, 2/1, 0/0, 1/0, 0/0, 17/7
C minor (3b), 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 3/1, 2/0, 0/1, 1/0, 1/0, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 0/0, 20/3
F# minor (3#), 1/1, 1/0, 3/2, 1/1, 2/3, 2/2, 2/3, 0/0, 0/0, 0/0, 2/2, 0/0, 2/2, 0/0, 0/0, 0/0, 2/2, 0/0, 2/1, 0/0, 20/19
Ab major (4b), 3/2, 2/2, 3/2, 0/0, 2/2, 0/0, 2/4, 2/2, 3/5, 4/3, 1/0, 1/1, 2/2, 3/2, 1/1, 1/1, 2/2, 3/2, 1/1, 1/0, 37/34
E major (4#), 2/1, 1/0, 2/2, 1/0, 2/2, 2/1, 2/1, 0/0, 0/0, 1/0, 3/1, 0/0, 2/1, 1/0, 1/0, 0/0, 2/1, 1/0, 1/0, 1/0, 25/10
F minor (4b), 2/0, 1/0, 2/0, 0/0, 1/0, 0/0, 1/0, 1/0, 2/1, 3/0, 1/0, 1/0, 1/0, 2/0, 1/1, 1/0, 1/0, 2/0, 1/0, 1/0, 25/2
C# minor (4#), 2/2, 2/2, 4/3, 1/0, 3/2, 2/0, 3/4, 0/0, 0/0, 1/0, 3/1, 0/0, 3/3, 1/0, 1/0, 0/0, 3/1, 1/0, 2/1, 1/0, 33/19
Db major (5b), 4/3, 3/2, 4/4, 0/0, 3/2, 0/0, 3/4, 2/2, 3/5, 5/5, 2/2, 1/1, 3/2, 4/4, 2/2, 1/1, 3/2, 4/4, 1/1, 2/2, 50/48
B major (5#), 2/1, 2/0, 4/3, 1/0, 3/1, 1/1, 3/2, 1/0, 1/0, 2/0, 2/1, 0/0, 2/1, 2/0, 1/0, 0/0, 2/1, 2/0, 2/1, 1/0, 34/12
Bb minor (5b), 2/1, 2/0, 2/2, 0/0, 2/0, 0/0, 2/0, 1/0, 2/1, 3/1, 1/0, 1/0, 2/0, 2/0, 1/1, 1/0, 2/0, 2/0, 1/0, 1/0, 30/6
G# minor (5#), 3/3, 3/2, 5/4, 1/0, 4/2, 1/0, 4/4, 1/0, 1/0, 3/2, 3/2, 0/0, 3/1, 3/2, 2/2, 0/0, 3/1, 3/2, 2/1, 2/2, 47/30
Gb major (6b), 4/3, 4/4, 4/4, 0/0, 4/4, 1/0, 4/8, 2/2, 2/5, 5/5, 3/2, 1/1, 4/4, 4/4, 2/2, 1/1, 4/4, 4/4, 1/1, 2/2, 56/60
F# major (6#), 3/1, 2/1, 3/2, 0/0, 2/1, 1/0, 2/2, 1/0, 1/0, 3/0, 2/1, 1/0, 3/1, 2/0, 1/0, 1/0, 3/1, 2/0, 1/1, 1/0, 35/11
Eb minor (6b), 3/1, 2/0, 3/2, 0/0, 2/1, 1/0, 2/2, 1/0, 1/1, 3/1, 2/0, 1/0, 3/1, 2/1, 1/1, 1/1, 3/2, 2/0, 1/1, 1/0, 35/15
D# minor (6#), 4/1, 4/2, 4/2, 0/0, 4/4, 1/0, 4/8, 2/2, 2/4, 5/4, 3/4, 1/0, 4/3, 4/4, 2/2, 1/0, 4/1, 4/4, 1/1, 2/0, 56/46
Cb major (7b), 3/3, 4/4, 5/4, 1/0, 5/4, 2/2, 5/8, 2/2, 2/5, 4/5, 4/4, 0/1, 3/4, 4/4, 2/2, 0/1, 3/4, 4/4, 2/1, 2/2, 57/64
C# major (7#), 3/2, 3/2, 3/2, 0/0, 3/2, 0/0, 3/4, 1/0, 2/0, 3/1, 1/1, 1/0, 4/1, 2/0, 1/0, 1/0, 4/1, 2/0, 1/1, 1/0, 39/17
Ab minor (7b), 2/2, 3/2, 4/2, 1/0, 4/2, 1/0, 4/4, 2/2, 2/5, 3/3, 2/0, 0/1, 2/2, 3/2, 1/1, 0/1, 2/2, 3/2, 2/1, 1/0, 42/34
A# minor (7#), 4/2, 4/2, 4/4, 0/0, 4/4, 0/0, 4/8, 2/2, 3/4, 6/6, 2/4, 2/2, 4/7, 4/4, 2/2, 2/2, 4/5, 4/4, 2/2, 2/0, 59/64
