 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, rowcost
A major (3#), 1/0, 0/0, 3/1, 2/0, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 2/0, 2/0, 1/0, 1/0, 0/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 1/0, 1/0, 2/0, 0/0, 0/0, 4/3, 0/0, 2/1, 1/0, 2/1, 2/1, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 44/7
C minor (3b), 3/0, 1/0, 1/1, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/2, 1/0, 3/0, 0/0, 2/0, 1/0, 0/0, 0/0, 2/0, 1/0, 0/0, 0/0, 37/3
F# minor (3#), 2/1, 0/0, 4/4, 2/3, 2/2, 4/2, 0/0, 0/0, 0/0, 0/0, 1/2, 3/3, 0/0, 0/0, 2/3, 2/3, 5/3, 3/2, 0/0, 1/1, 5/3, 3/2, 0/0, 0/0, 0/0, 1/0, 1/2, 3/3, 0/0, 0/0, 4/5, 0/0, 3/2, 1/2, 3/2, 4/4, 1/0, 1/0, 3/2, 3/4, 1/1, 1/1, 69/62
Ab major (4b), 7/7, 1/1, 5/6, 3/2, 2/2, 6/4, 2/3, 2/3, 2/3, 2/2, 1/0, 2/2, 2/1, 1/0, 0/0, 0/0, 4/2, 2/1, 2/3, 3/2, 4/2, 2/3, 2/3, 2/3, 2/3, 2/3, 1/0, 2/2, 2/1, 1/0, 0/0, 2/1, 4/4, 1/0, 4/3, 3/1, 0/0, 0/0, 4/3, 3/1, 0/0, 0/0, 90/77
E major (4#), 2/1, 0/0, 4/1, 3/0, 3/0, 2/0, 1/0, 1/0, 1/0, 1/0, 2/0, 3/2, 1/0, 1/0, 2/2, 2/1, 1/0, 1/0, 1/0, 2/1, 1/0, 3/0, 1/0, 1/0, 1/0, 2/0, 2/0, 3/2, 1/0, 1/0, 4/3, 1/0, 2/1, 2/0, 3/1, 3/1, 1/0, 1/0, 3/2, 2/1, 1/0, 1/0, 74/19
F minor (4b), 4/2, 1/0, 1/0, 2/0, 2/0, 3/2, 2/0, 2/0, 2/0, 2/0, 1/0, 2/0, 2/0, 1/0, 0/0, 0/0, 1/0, 1/0, 2/0, 2/0, 1/0, 2/0, 2/0, 2/0, 2/0, 2/0, 1/0, 2/0, 2/0, 1/0, 0/0, 2/0, 3/1, 1/0, 3/0, 2/1, 0/0, 0/0, 3/0, 2/1, 0/0, 0/0, 66/7
C# minor (4#), 3/2, 0/0, 5/6, 4/6, 4/5, 5/3, 1/0, 1/0, 1/0, 1/0, 2/2, 4/3, 1/0, 1/0, 3/6, 3/6, 5/3, 3/2, 1/0, 2/1, 5/3, 4/4, 1/0, 1/0, 1/0, 3/2, 2/2, 4/3, 1/0, 1/0, 5/3, 1/0, 4/3, 2/2, 5/4, 6/6, 2/2, 2/2, 5/4, 4/5, 1/1, 1/1, 111/92
Db major (5b), 8/9, 1/1, 6/8, 5/6, 4/6, 7/6, 3/7, 3/5, 3/7, 3/4, 2/6, 3/4, 3/5, 2/2, 1/0, 1/0, 4/2, 2/1, 3/7, 4/8, 4/2, 3/5, 3/7, 3/5, 3/7, 4/7, 2/4, 3/4, 3/5, 2/2, 1/0, 3/5, 5/4, 2/2, 6/5, 5/3, 1/0, 1/0, 6/5, 4/3, 0/0, 0/0, 132/169
B major (5#), 3/3, 0/0, 5/1, 4/2, 3/1, 3/1, 1/0, 1/0, 1/0, 1/0, 2/2, 4/3, 1/0, 1/0, 2/2, 2/1, 5/3, 3/2, 1/0, 2/1, 5/3, 4/3, 1/0, 1/0, 1/0, 2/0, 2/2, 4/3, 1/0, 1/0, 3/3, 1/0, 4/1, 2/2, 5/1, 3/3, 1/0, 1/0, 5/1, 2/4, 1/0, 1/0, 96/48
Bb minor (5b), 6/2, 1/0, 2/3, 3/0, 3/0, 5/2, 2/0, 2/0, 2/0, 2/0, 1/0, 2/2, 2/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/0, 2/0, 1/0, 2/2, 2/0, 2/0, 2/0, 3/0, 1/0, 2/2, 2/0, 1/0, 1/1, 2/0, 4/1, 1/0, 4/1, 4/1, 1/0, 1/0, 4/1, 3/1, 0/0, 0/0, 85/19
G# minor (5#), 5/5, 0/0, 6/4, 6/6, 5/7, 7/5, 2/4, 2/2, 2/4, 2/2, 3/8, 5/5, 2/4, 2/2, 3/8, 3/7, 5/3, 3/2, 2/4, 3/7, 5/3, 5/6, 2/4, 2/2, 2/4, 4/6, 3/6, 5/5, 2/4, 2/2, 4/2, 2/4, 5/3, 3/4, 7/5, 7/7, 2/2, 2/2, 7/5, 5/6, 1/0, 1/0, 146/171
Gb major (6b), 7/8, 1/0, 8/10, 7/8, 6/8, 8/6, 3/7, 3/5, 3/7, 3/4, 3/6, 4/4, 3/5, 2/2, 2/6, 2/6, 4/2, 2/1, 3/7, 4/8, 4/2, 4/5, 3/7, 3/5, 3/7, 5/9, 3/4, 4/4, 3/5, 2/2, 3/2, 3/5, 5/5, 3/2, 7/7, 7/5, 2/2, 2/2, 7/7, 5/3, 1/0, 1/0, 158/200
F# major (6#), 5/1, 1/0, 5/4, 4/3, 4/1, 6/2, 2/0, 2/0, 2/0, 2/0, 2/2, 3/3, 2/0, 1/0, 1/3, 1/3, 4/3, 2/2, 2/0, 3/1, 4/3, 3/2, 2/0, 2/0, 2/0, 3/0, 2/2, 3/3, 2/0, 1/0, 2/2, 2/0, 3/2, 2/2, 4/2, 5/3, 1/0, 1/0, 4/2, 4/4, 1/0, 1/0, 108/55
Eb minor (6b), 5/4, 1/0, 3/3, 4/0, 4/2, 6/3, 2/3, 2/3, 2/3, 2/2, 2/0, 3/2, 2/1, 1/0, 1/0, 1/0, 4/2, 2/1, 2/3, 3/2, 4/2, 3/1, 2/3, 2/3, 2/3, 3/3, 2/0, 3/2, 2/1, 1/0, 2/0, 2/1, 3/2, 2/0, 4/2, 5/1, 1/0, 1/0, 4/2, 4/1, 1/0, 1/0, 106/61
D# minor (6#), 7/6, 1/0, 5/4, 7/10, 6/7, 8/6, 3/4, 3/2, 3/4, 3/2, 3/8, 4/5, 3/4, 2/2, 2/6, 2/6, 4/2, 2/1, 3/3, 4/2, 4/2, 4/2, 3/3, 3/3, 3/3, 5/6, 3/6, 4/5, 3/4, 2/2, 3/3, 3/1, 5/5, 3/4, 7/7, 7/7, 2/0, 2/0, 7/7, 5/6, 1/0, 1/0, 155/160
Cb major (7b), 6/8, 0/0, 9/12, 8/12, 6/10, 6/10, 2/7, 2/5, 2/7, 2/4, 4/10, 6/6, 2/5, 2/2, 3/6, 3/6, 5/2, 3/1, 2/7, 3/8, 5/2, 6/7, 2/7, 2/5, 2/7, 4/9, 4/8, 6/6, 2/5, 2/2, 5/4, 2/5, 6/6, 4/6, 8/7, 6/11, 2/2, 2/2, 8/7, 4/11, 2/2, 2/2, 162/251
C# major (7#), 6/2, 1/0, 5/7, 4/4, 4/5, 5/3, 2/0, 2/0, 2/0, 2/0, 1/2, 2/3, 2/0, 1/0, 2/6, 2/6, 4/3, 2/2, 2/0, 3/1, 4/3, 2/2, 2/0, 2/0, 2/0, 4/2, 1/2, 2/3, 2/0, 1/0, 2/7, 2/0, 5/3, 1/2, 5/3, 5/6, 2/2, 2/2, 5/3, 3/4, 0/1, 0/0, 108/89
Ab minor (7b), 5/6, 0/0, 7/6, 5/2, 3/2, 7/4, 1/3, 1/3, 1/3, 1/2, 2/0, 4/3, 1/1, 1/0, 2/0, 2/0, 5/2, 3/1, 1/3, 2/2, 5/2, 4/3, 1/3, 1/3, 1/3, 2/3, 2/0, 4/3, 1/1, 1/0, 3/0, 1/1, 5/4, 2/0, 6/3, 5/1, 1/0, 1/0, 6/3, 4/1, 1/0, 1/0, 112/77
A# minor (7#), 9/9, 2/2, 4/4, 6/6, 6/11, 7/6, 4/10, 4/8, 4/10, 4/6, 2/8, 4/7, 4/6, 2/2, 2/6, 2/6, 2/7, 2/4, 4/10, 4/11, 2/7, 4/8, 4/10, 4/8, 4/10, 6/12, 2/6, 4/9, 4/6, 2/2, 2/7, 4/6, 7/7, 2/4, 8/9, 6/7, 2/2, 2/2, 8/9, 4/6, 0/1, 0/0, 159/277
