id,title,composer,KS GT,KS est.,notes,err,time
263,263-Clergue-Tom,,-1,-1,70,0,0.036
265,265-Mozart-Aria15,,4,4,119,0,0.107
266,266-Debussy-Berger,,3,3,72,0,0.165
267,267-Lalo-RoidYs,,-1,-1,52,0,0.027
268,268-Scarlatti-sonatepastorale,,1,1,115,0,0.133
269,269-Beethoven-quatuor1op18,,-1,-1,132,0,0.063
271,271-Duparc-elegie,,-1,0,64,1,0.018
272,272-Bach-cantate140duetto,,-3,-3,184,17,10.237
273,273-Haendel-concerto2,,-1,-1,115,0,0.192
274,274-Wolf-melodieespagnole6,,3,2,123,7,0.103
275,275-Bartok-danceRoumaine1,,0,1,120,0,0.046
276,276-Bach-AnnaMagdalena,,-3,-2,69,0,0.074
277,277-Debussy-quatuorSolmop10,,-2,-3,77,0,0.062
278,278-SaintSaens-Cygne,,1,1,122,1,0.119
302,302-Chopin-nocturne3op9,,2,2,60,6,0.035
303,303-Bach-partita2sinfonia,,-3,-3,59,3,0.126
304,304-Bach-polonaise,,-1,-1,136,0,0.154
306,306-Haendel-concertogrosso3-4mvt,,1,1,102,0,0.080
307,307-Mozart-fantaisiekv475,,-2,-2,78,0,0.085
308,308-Beethoven-sonateop81,,-3,-2,109,0,0.236
309,309-Poulenc-improvisation6,,-2,-1,129,4,0.072
311,311-Mozart-ariaCosifantutte,,3,3,91,2,0.050
312,312-Kuhlau-sonatineop20,,-1,0,105,3,0.316
313,313-Schumann-trio1,,0,0,72,2,0.243
314,314-Couperin-intime,,1,1,60,0,0.030
315,315-Ibert-symphonieconcertante,,0,-1,147,16,0.192
316,316-Bach-courantesuite3,,2,3,80,0,0.089
317,317-Mozart-sonateKV333,,-2,-2,191,3,0.311
319,319-Haydn-symphonie88,,1,2,101,2,0.110
320,320-Kuhlau-sonatine2op60,,0,0,135,1,0.130
321,321-Debussy-Pelleas,,4,0,62,0,0.034
323,323-Bartok-images,,3,4,55,0,0.093
325,325-Chopin-concertoop21,,-4,-4,238,17,0.192
326,326-Mozart-ariaflute,,-3,-3,127,0,0.106
327,327-Mendelssohn-romancesp8op30,,-5,-5,75,0,0.025
328,328-Bartok-sonatine,,2,3,80,0,0.080
329,329-Debussy-sonateviolon,,-2,-2,78,0,0.036
331,331-Beethoven-sonateop26,,-4,-4,89,0,0.051
332,332-Milhaud-boeuf,,0,4,88,46,0.063
333,333-Mazas-romance1op36,,4,4,150,0,0.310
334,334-Haydn-concertosol,,0,1,166,1,0.248
335,335-Berlioz-BenvenutoCelliniop23,,1,1,104,5,0.078
337,337-Beethoven-sonate2op10,,-1,0,93,0,0.045
338,338-Haendel-sonateV,,3,3,155,0,0.702
339,339-Mozart-air17flute,,-2,-2,105,3,0.660
340,340-Kuhlau-sonatine4op88,,3,3,119,1,0.115
341,341-Mozart-concertolaKV219,,4,4,179,0,0.624
343,343-Bach-allemandePartita6,,1,1,134,3,4.470
344,344-Mozart-quintettemibK614,,-2,-2,79,1,0.057
345,345-Debussy-PelleasII4,,4,2,48,8,0.038
346,346-Chopin-fantaisie,,3,3,60,0,0.036
347,347-Haendel-concertogrosso7,,-2,-2,111,0,0.210
348,348-Mozart-flutemarche,,0,0,102,1,0.301
349,349-Haydn-quatuor5op76,,6,-6,98,98,0.065
351,351-Jones,,0,0,145,0,0.219
352,352-Scarlatti-sonateutK502,,0,1,86,0,0.047
353,353-Mendelssohn-romancesspop67,,3,3,31,0,0.025
354,354-Mozart-sonatefaKV332,,-2,-2,147,2,0.847
355,355-Mozart-sonatereKV311,,1,1,144,0,0.135
356,356-Chopin-nocturne1op27,,4,4,68,2,0.067
357,357-Bach-ariaGoldbergBWV988,,1,2,137,0,0.134
359,359-Mozart-romance,,0,0,157,0,0.341
360,360-Soulage,,2,3,115,0,0.058
361,361-Beethoven-sonate2op14,,1,2,144,1,0.347
363,363-Debussy-clairdelune,,-5,7,149,149,0.103
366,366-Bach-andante,,-1,0,137,0,0.231
367,367-Bach-suite5,,1,1,99,0,0.102
369,369-Bach-solocembalo,,-3,-2,299,0,0.316
370,370-Beethoven-quatuor3op59,,0,0,148,0,0.157
371,371-Haydn-concertoreop21,,3,3,120,2,0.656
374,374-Bizet-seguedille,,2,2,170,3,0.072
375,375-Beethoven-sonate21op53,,-1,-1,70,6,0.066
376,376-Clementi-sonate2op26,,2,2,65,1,0.039
378,378-Beethoven-quintetteop29,,-1,-1,168,3,0.506
380,380-Bartok-Bulgare,,0,0,59,1,0.023
401,401-Mozart-sonateKV282,,-3,-2,180,1,10.895
403,403-Bach-allemandePartita4,,2,3,394,11,7.067
404,404-Rode-caprice6,,2,2,188,1,1.360
405,405-Bach-prelude13,,6,6,102,3,0.180
407,407-Beethoven-sonate1op10,,-4,-4,121,4,0.092
408,408-Bach-sarabande-Partita4,,2,3,153,0,0.559
409,409-Beethoven-quatuor1op18,,-1,2,153,4,2.287
410,410-Mozart-sonateKV309,,-1,-1,187,3,1.064
413,413-Beethoven-quintetteop16,,-3,-3,131,5,0.262
414,414-Bach-laudamus-te,,3,3,220,0,5.887
415,415-Mozart-donGiovaniI2,,-2,-2,132,4,0.091
416,416-Bach-aria-Goldberg,,1,1,98,0,0.717
418,418-Bach-courante-partita4,,2,2,174,0,0.608
419,419-Beethoven-variation23,,2,2,158,4,2.179
420,420-Bach-prelude6,,2,2,167,1,0.618
423,423-Bach-adagio-Goldberg25,,-2,-2,98,6,5.053
424,424-Bach-prelude4,,4,4,125,0,0.123
425,425-Beethoven-sonateop7,,0,1,133,1,0.348
426,426-Bach-suiteanglaise1,,3,3,94,0,0.202
427,427-Bach-rondo-partita2,,-3,-3,69,0,0.029
428,428-Beethoven-sonate3op10,,-1,0,97,3,0.283
429,429-Mozart-sonateKV283,,0,0,161,0,1.948
431,431-Bach-sinfonia-partita2,,-3,-3,342,8,10.201
434,434-Bach-concertoitalien,,-1,-1,340,8,4.486
435,435-Wolf-nein,,1,2,71,4,0.023
436,436-Bach-ouverture-partita4,,2,3,171,0,2.516
437,437-Bach-courante-partita2,,-3,-2,112,4,0.325
438,438-Mozart-sonateKV457,,-3,-3,214,8,12.402
440,440-Bach-prelude10,,1,1,176,1,0.401
442,442-Mozart-dongiovaniII7,,-3,-3,114,0,0.069
443,443-Ibert-escales,,6,5,172,48,3.712
444,444-Bach-invention,,4,4,320,4,0.333
445,445-Beethoven-sonateop110,,-6,5,92,87,0.111
446,446-Mozart-sonateKV330,,0,0,268,5,0.640
448,448-Bach-concertoclavecin1,,-2,-2,203,7,2.233
449,449-Clementi-gradus,,-1,1,150,1,0.731
450,450-Bach-toccata-solm,,-2,1,101,0,0.606
451,451-Bach-sarabande,,-2,-2,221,1,0.757
453,453-Mozart-sonateKV310,,-1,-1,192,0,0.881
456,456-Haendel-sonate4,,2,2,156,0,0.843
457,457-Bach-prelude8,,-6,-6,109,0,0.273
458,458-Liszt-rhapsodiehongroise12,,4,4,83,0,0.119
459,459-Bach-courantepartita6,,1,1,153,1,0.152
460,460-Spohr-duoconcertant1op3,,-3,-3,127,3,3.431
461,461-Bach-allemande-partita1,,2,2,511,8,23.467
465,465-Clementi-sonateop12,,-1,-1,231,8,2.746
467,467-Schubert-MatchenTod,,-2,-2,167,0,0.184
468,468-Scarlatti-sonateK502,,0,0,260,0,0.154
