 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, rowcost
F mixolydian (1b), 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 6
G mixolydian (1#), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
F aeolian (1b), 0, 1, 0, 2, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 1, 15
G aeolian (1#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
F locrian (1b), 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4
G locrian (1#), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
Bb major (2b), 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 6
D major (2#), 0, 3, 0, 4, 0, 2, 0, 4, 2, 3, 1, 2, 2, 1, 1, 25
G minor (2b), 0, 1, 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 7
B minor (2#), 0, 3, 0, 4, 0, 2, 0, 3, 2, 3, 0, 2, 2, 1, 1, 23
G minor mel (2b), 0, 2, 0, 2, 0, 3, 0, 1, 1, 2, 0, 1, 2, 1, 1, 16
B minor mel (2#), 1, 4, 1, 3, 0, 2, 1, 2, 3, 4, 1, 2, 2, 1, 1, 28
Bb major blues (2b), 0, 1, 0, 2, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 1, 15
D major blues (2#), 1, 4, 1, 4, 1, 3, 1, 4, 3, 5, 2, 2, 2, 1, 1, 35
G minor blues (2b), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
B minor blues (2#), 1, 4, 1, 4, 1, 3, 1, 4, 3, 5, 2, 2, 2, 1, 1, 35
Bb dorian (2b), 0, 1, 0, 2, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 1, 15
D dorian (2#), 1, 4, 1, 3, 0, 2, 1, 3, 3, 4, 2, 2, 2, 1, 1, 30
Bb phrygian (2b), 1, 2, 1, 2, 1, 3, 1, 2, 2, 4, 2, 1, 1, 1, 1, 25
D phrygian (2#), 1, 3, 1, 2, 0, 2, 1, 2, 2, 3, 2, 1, 2, 1, 1, 24
Bb lydian (2b), 0, 2, 0, 2, 1, 4, 0, 2, 1, 3, 1, 1, 2, 1, 1, 21
D lydian (2#), 0, 2, 0, 3, 1, 4, 0, 3, 1, 3, 1, 1, 2, 1, 1, 23
Bb mixolydian (2b), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
D mixolydian (2#), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
Bb aeolian (2b), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
D aeolian (2#), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
Bb locrian (2b), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
D locrian (2#), 0, 0, 0, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 8
Eb major (3b), 0, 1, 0, 2, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 1, 15
A major (3#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
C minor (3b), 0, 2, 0, 4, 1, 4, 0, 3, 2, 4, 0, 2, 1, 1, 1, 25
F# minor (3#), 0, 1, 0, 2, 0, 1, 0, 3, 0, 1, 1, 0, 1, 0, 0, 10
C minor mel (3b), 0, 0, 0, 1, 1, 2, 0, 2, 0, 2, 1, 0, 0, 0, 0, 9
F# minor mel (3#), 1, 2, 1, 2, 0, 0, 1, 3, 2, 2, 2, 1, 0, 0, 0, 17
Eb major blues (3b), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
A major blues (3#), 1, 2, 1, 2, 1, 3, 1, 2, 2, 4, 2, 1, 1, 1, 1, 25
C minor blues (3b), 1, 3, 1, 2, 0, 2, 1, 2, 2, 3, 2, 1, 2, 1, 1, 24
F# minor blues (3#), 0, 2, 0, 2, 1, 4, 0, 2, 1, 3, 1, 1, 2, 1, 1, 21
Eb dorian (3b), 0, 2, 0, 3, 1, 4, 0, 3, 1, 3, 1, 1, 2, 1, 1, 23
A dorian (3#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
Eb phrygian (3b), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
A phrygian (3#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
Eb lydian (3b), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
A lydian (3#), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
Eb mixolydian (3b), 0, 0, 0, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 8
A mixolydian (3#), 0, 1, 0, 2, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 1, 15
Eb aeolian (3b), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
A aeolian (3#), 0, 2, 0, 4, 1, 4, 0, 3, 2, 4, 0, 2, 1, 1, 1, 25
Eb locrian (3b), 1, 2, 1, 2, 1, 3, 1, 2, 2, 4, 2, 1, 1, 1, 1, 25
A locrian (3#), 1, 3, 1, 2, 0, 2, 1, 2, 2, 3, 2, 1, 2, 1, 1, 24
Ab major (4b), 0, 2, 0, 2, 1, 4, 0, 2, 1, 3, 1, 1, 2, 1, 1, 21
E major (4#), 0, 2, 0, 3, 1, 4, 0, 3, 1, 3, 1, 1, 2, 1, 1, 23
F minor (4b), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
C# minor (4#), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
F minor mel (4b), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
C# minor mel (4#), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
Ab major blues (4b), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
E major blues (4#), 0, 0, 0, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 8
F minor blues (4b), 0, 1, 0, 2, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 1, 15
C# minor blues (4#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
Ab dorian (4b), 0, 2, 0, 4, 1, 4, 0, 3, 2, 4, 0, 2, 1, 1, 1, 25
E dorian (4#), 0, 1, 0, 2, 0, 1, 0, 3, 0, 1, 1, 0, 1, 0, 0, 10
Ab phrygian (4b), 0, 0, 0, 1, 1, 2, 0, 2, 0, 2, 1, 0, 0, 0, 0, 9
E phrygian (4#), 1, 2, 1, 2, 0, 0, 1, 3, 2, 2, 2, 1, 0, 0, 0, 17
Ab lydian (4b), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
E lydian (4#), 1, 2, 1, 2, 1, 3, 1, 2, 2, 4, 2, 1, 1, 1, 1, 25
Ab mixolydian (4b), 1, 3, 1, 2, 0, 2, 1, 2, 2, 3, 2, 1, 2, 1, 1, 24
E mixolydian (4#), 0, 2, 0, 2, 1, 4, 0, 2, 1, 3, 1, 1, 2, 1, 1, 21
Ab aeolian (4b), 0, 2, 0, 3, 1, 4, 0, 3, 1, 3, 1, 1, 2, 1, 1, 23
E aeolian (4#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
Ab locrian (4b), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
E locrian (4#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
Db major (5b), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
B major (5#), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
Bb minor (5b), 0, 0, 0, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 8
G# minor (5#), 0, 1, 0, 2, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 1, 15
Bb minor mel (5b), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
G# minor mel (5#), 0, 2, 0, 4, 1, 4, 0, 3, 2, 4, 0, 2, 1, 1, 1, 25
Db major blues (5b), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
B major blues (5#), 1, 2, 1, 2, 1, 3, 1, 2, 2, 4, 2, 1, 1, 1, 1, 25
Bb minor blues (5b), 1, 3, 1, 2, 0, 2, 1, 2, 2, 3, 2, 1, 2, 1, 1, 24
G# minor blues (5#), 0, 2, 0, 2, 1, 4, 0, 2, 1, 3, 1, 1, 2, 1, 1, 21
Db dorian (5b), 0, 2, 0, 3, 1, 4, 0, 3, 1, 3, 1, 1, 2, 1, 1, 23
B dorian (5#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
Db phrygian (5b), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
B phrygian (5#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
Db lydian (5b), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
B lydian (5#), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
Db mixolydian (5b), 0, 0, 0, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 8
B mixolydian (5#), 0, 1, 0, 2, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 1, 15
Db aeolian (5b), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
B aeolian (5#), 0, 2, 0, 4, 1, 4, 0, 3, 2, 4, 0, 2, 1, 1, 1, 25
Db locrian (5b), 0, 1, 0, 2, 0, 1, 0, 3, 0, 1, 1, 0, 1, 0, 0, 10
B locrian (5#), 1, 4, 1, 3, 0, 2, 1, 3, 3, 4, 2, 2, 2, 1, 1, 30
Gb major (6b), 1, 2, 1, 2, 0, 0, 1, 3, 2, 2, 2, 1, 0, 0, 0, 17
F# major (6#), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
Eb minor (6b), 1, 2, 1, 2, 1, 3, 1, 2, 2, 4, 2, 1, 1, 1, 1, 25
D# minor (6#), 1, 3, 1, 2, 0, 2, 1, 2, 2, 3, 2, 1, 2, 1, 1, 24
Eb minor mel (6b), 0, 2, 0, 2, 1, 4, 0, 2, 1, 3, 1, 1, 2, 1, 1, 21
D# minor mel (6#), 0, 2, 0, 3, 1, 4, 0, 3, 1, 3, 1, 1, 2, 1, 1, 23
Gb major blues (6b), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
F# major blues (6#), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
Eb minor blues (6b), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
D# minor blues (6#), 0, 1, 0, 2, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 1, 17
Gb dorian (6b), 0, 1, 0, 2, 1, 3, 0, 2, 1, 3, 1, 1, 1, 1, 1, 18
F# dorian (6#), 0, 0, 0, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 8
Gb phrygian (6b), 0, 1, 0, 2, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 1, 15
F# phrygian (6#), 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 1, 1, 17
Gb lydian (6b), 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 19
F# lydian (6#), 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 10
Gb mixolydian (6b), 2, 4, 2, 3, 0, 1, 2, 3, 3, 4, 2, 1, 1, 0, 0, 28
F# mixolydian (6#), 1, 3, 1, 2, 0, 1, 1, 2, 2, 3, 1, 1, 1, 0, 0, 19
Gb aeolian (6b), 2, 3, 2, 3, 0, 0, 2, 3, 3, 3, 2, 1, 0, 0, 0, 24
F# aeolian (6#), 1, 2, 1, 2, 0, 0, 1, 2, 2, 2, 1, 1, 0, 0, 0, 15
Gb locrian (6b), 2, 4, 2, 3, 0, 1, 2, 4, 3, 4, 3, 1, 1, 0, 0, 30
F# locrian (6#), 1, 3, 1, 2, 0, 1, 1, 3, 2, 3, 2, 1, 1, 0, 0, 21
Cb major (7b), 2, 5, 2, 4, 0, 1, 2, 4, 4, 5, 2, 2, 1, 0, 0, 34
C# major (7#), 2, 2, 2, 2, 0, 1, 2, 2, 2, 3, 2, 0, 0, 0, 0, 20
Ab minor (7b), 0, 2, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 1, 0, 0, 13
A# minor (7#), 2, 2, 2, 3, 0, 1, 2, 3, 2, 3, 2, 0, 0, 0, 0, 22
Ab minor mel (7b), 0, 1, 0, 1, 1, 1, 0, 1, 1, 2, 0, 1, 0, 0, 0, 9
A# minor mel (7#), 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 6
Cb major blues (7b), 2, 6, 2, 5, 0, 2, 2, 5, 5, 6, 3, 3, 2, 1, 1, 45
C# major blues (7#), 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 19
Ab minor blues (7b), 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 10
A# minor blues (7#), 2, 4, 2, 3, 0, 1, 2, 3, 3, 4, 2, 1, 1, 0, 0, 28
Cb dorian (7b), 1, 3, 1, 2, 0, 1, 1, 2, 2, 3, 1, 1, 1, 0, 0, 19
C# dorian (7#), 2, 3, 2, 3, 0, 0, 2, 3, 3, 3, 2, 1, 0, 0, 0, 24
Cb phrygian (7b), 1, 2, 1, 2, 0, 0, 1, 2, 2, 2, 1, 1, 0, 0, 0, 15
C# phrygian (7#), 2, 4, 2, 3, 0, 1, 2, 4, 3, 4, 3, 1, 1, 0, 0, 30
Cb lydian (7b), 1, 3, 1, 2, 0, 1, 1, 3, 2, 3, 2, 1, 1, 0, 0, 21
C# lydian (7#), 2, 5, 2, 4, 0, 1, 2, 4, 4, 5, 2, 2, 1, 0, 0, 34
Cb mixolydian (7b), 2, 2, 2, 2, 0, 1, 2, 2, 2, 3, 2, 0, 0, 0, 0, 20
C# mixolydian (7#), 0, 2, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 1, 0, 0, 13
Cb aeolian (7b), 2, 2, 2, 3, 0, 1, 2, 3, 2, 3, 2, 0, 0, 0, 0, 22
C# aeolian (7#), 0, 1, 0, 1, 1, 1, 0, 1, 1, 2, 0, 1, 0, 0, 0, 9
Cb locrian (7b), 2, 6, 2, 5, 0, 2, 2, 5, 5, 6, 3, 3, 2, 1, 1, 45
C# locrian (7#), 2, 6, 2, 5, 0, 2, 2, 5, 5, 6, 3, 3, 2, 1, 1, 45
