 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, rowcost
F phrygian (1b), 1, 2, 1, 1, 0, 1, 1, 2, 1, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 18
G phrygian (1#), 1, 1, 2, 1, 1, 4, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 27
F lydian (1b), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
G lydian (1#), 1, 1, 1, 2, 2, 3, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 31
F mixolydian (1b), 1, 2, 1, 1, 0, 1, 1, 2, 1, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 18
G mixolydian (1#), 1, 1, 2, 1, 1, 4, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 27
F aeolian (1b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
G aeolian (1#), 1, 2, 2, 2, 1, 4, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 31
F locrian (1b), 0, 2, 1, 0, 0, 1, 1, 1, 0, 1, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 13
G locrian (1#), 1, 1, 1, 1, 1, 3, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 22
Bb major (2b), 1, 2, 1, 1, 0, 1, 1, 3, 1, 0, 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 18
D major (2#), 2, 1, 1, 4, 2, 3, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 34
G minor (2b), 1, 3, 1, 2, 0, 3, 1, 2, 1, 0, 3, 1, 1, 1, 0, 1, 1, 1, 0, 1, 24
B minor (2#), 2, 3, 0, 4, 2, 2, 0, 2, 2, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 28
G minor mel (2b), 1, 2, 1, 2, 1, 3, 1, 2, 1, 0, 3, 1, 1, 2, 0, 1, 1, 2, 0, 1, 26
B minor mel (2#), 1, 3, 0, 3, 2, 2, 0, 1, 1, 3, 1, 2, 2, 1, 1, 0, 2, 1, 1, 0, 27
Bb major blues (2b), 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 0, 2, 0, 1, 0, 2, 0, 1, 22
D major blues (2#), 2, 2, 2, 4, 2, 4, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 45
G minor blues (2b), 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 24
B minor blues (2#), 2, 4, 2, 4, 2, 4, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 48
Bb dorian (2b), 1, 1, 1, 1, 1, 1, 1, 3, 1, 0, 1, 2, 0, 2, 0, 1, 0, 2, 0, 1, 20
D dorian (2#), 1, 1, 1, 3, 2, 3, 1, 1, 1, 2, 3, 2, 2, 1, 2, 1, 2, 1, 2, 1, 33
Bb phrygian (2b), 1, 1, 2, 2, 1, 4, 2, 0, 0, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 29
D phrygian (2#), 1, 2, 2, 3, 1, 4, 2, 0, 0, 2, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 33
Bb lydian (2b), 1, 3, 2, 2, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 33
D lydian (2#), 2, 3, 2, 4, 1, 4, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 38
Bb mixolydian (2b), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
D mixolydian (2#), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
Bb aeolian (2b), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
D aeolian (2#), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
Bb locrian (2b), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
D locrian (2#), 1, 2, 1, 1, 0, 1, 1, 2, 1, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 18
Eb major (3b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
A major (3#), 1, 2, 2, 2, 1, 4, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 31
C minor (3b), 2, 0, 0, 3, 2, 2, 0, 3, 2, 0, 3, 2, 0, 1, 1, 1, 0, 1, 1, 1, 25
F# minor (3#), 2, 2, 2, 4, 0, 4, 2, 1, 1, 3, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 32
C minor mel (3b), 1, 2, 2, 1, 0, 2, 2, 1, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 1, 2, 23
F# minor mel (3#), 1, 2, 1, 2, 1, 2, 1, 3, 1, 4, 2, 4, 1, 0, 2, 1, 1, 0, 2, 1, 32
Eb major blues (3b), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
A major blues (3#), 1, 1, 2, 2, 1, 4, 2, 0, 0, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 29
C minor blues (3b), 1, 2, 2, 3, 1, 4, 2, 0, 0, 2, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 33
F# minor blues (3#), 1, 3, 2, 2, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 33
Eb dorian (3b), 2, 3, 2, 4, 1, 4, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 38
A dorian (3#), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
Eb phrygian (3b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
A phrygian (3#), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
Eb lydian (3b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
A lydian (3#), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
Eb mixolydian (3b), 1, 2, 1, 1, 0, 1, 1, 2, 1, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 18
A mixolydian (3#), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
Eb aeolian (3b), 1, 2, 2, 2, 1, 4, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 31
A aeolian (3#), 2, 0, 0, 3, 2, 2, 0, 3, 2, 0, 3, 2, 0, 1, 1, 1, 0, 1, 1, 1, 25
Eb locrian (3b), 1, 1, 2, 2, 1, 4, 2, 0, 0, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 29
A locrian (3#), 1, 2, 2, 3, 1, 4, 2, 0, 0, 2, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 33
Ab major (4b), 1, 3, 2, 2, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 33
E major (4#), 2, 3, 2, 4, 1, 4, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 38
F minor (4b), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
C# minor (4#), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
F minor mel (4b), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
C# minor mel (4#), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
Ab major blues (4b), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
E major blues (4#), 1, 2, 1, 1, 0, 1, 1, 2, 1, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 18
F minor blues (4b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
C# minor blues (4#), 1, 2, 2, 2, 1, 4, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 31
Ab dorian (4b), 2, 0, 0, 3, 2, 2, 0, 3, 2, 0, 3, 2, 0, 1, 1, 1, 0, 1, 1, 1, 25
E dorian (4#), 2, 2, 2, 4, 0, 4, 2, 1, 1, 3, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 32
Ab phrygian (4b), 1, 2, 2, 1, 0, 2, 2, 1, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 1, 2, 23
E phrygian (4#), 1, 2, 1, 2, 1, 2, 1, 3, 1, 4, 2, 4, 1, 0, 2, 1, 1, 0, 2, 1, 32
Ab lydian (4b), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
E lydian (4#), 1, 1, 2, 2, 1, 4, 2, 0, 0, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 29
Ab mixolydian (4b), 1, 2, 2, 3, 1, 4, 2, 0, 0, 2, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 33
E mixolydian (4#), 1, 3, 2, 2, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 33
Ab aeolian (4b), 2, 3, 2, 4, 1, 4, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 38
E aeolian (4#), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
Ab locrian (4b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
E locrian (4#), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
Db major (5b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
B major (5#), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
Bb minor (5b), 1, 2, 1, 1, 0, 1, 1, 2, 1, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 18
G# minor (5#), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
Bb minor mel (5b), 1, 2, 2, 2, 1, 4, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 31
G# minor mel (5#), 2, 0, 0, 3, 2, 2, 0, 3, 2, 0, 3, 2, 0, 1, 1, 1, 0, 1, 1, 1, 25
Db major blues (5b), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
B major blues (5#), 1, 1, 2, 2, 1, 4, 2, 0, 0, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 29
Bb minor blues (5b), 1, 2, 2, 3, 1, 4, 2, 0, 0, 2, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 33
G# minor blues (5#), 1, 3, 2, 2, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 33
Db dorian (5b), 2, 3, 2, 4, 1, 4, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 38
B dorian (5#), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
Db phrygian (5b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
B phrygian (5#), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
Db lydian (5b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
B lydian (5#), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
Db mixolydian (5b), 1, 2, 1, 1, 0, 1, 1, 2, 1, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 18
B mixolydian (5#), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
Db aeolian (5b), 1, 2, 2, 2, 1, 4, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 31
B aeolian (5#), 2, 0, 0, 3, 2, 2, 0, 3, 2, 0, 3, 2, 0, 1, 1, 1, 0, 1, 1, 1, 25
Db locrian (5b), 2, 2, 2, 4, 0, 4, 2, 1, 1, 3, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 32
B locrian (5#), 1, 3, 1, 3, 2, 3, 1, 1, 1, 4, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 36
Gb major (6b), 1, 2, 1, 2, 1, 2, 1, 3, 1, 4, 2, 4, 1, 0, 2, 1, 1, 0, 2, 1, 32
F# major (6#), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
Eb minor (6b), 1, 1, 2, 2, 1, 4, 2, 0, 0, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 29
D# minor (6#), 1, 2, 2, 3, 1, 4, 2, 0, 0, 2, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 33
Eb minor mel (6b), 1, 3, 2, 2, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 33
D# minor mel (6#), 2, 3, 2, 4, 1, 4, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 38
Gb major blues (6b), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
F# major blues (6#), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
Eb minor blues (6b), 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 29
D# minor blues (6#), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
Gb dorian (6b), 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 1, 2, 0, 2, 1, 2, 25
F# dorian (6#), 1, 2, 1, 1, 0, 1, 1, 2, 1, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 18
Gb phrygian (6b), 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 0, 1, 20
F# phrygian (6#), 1, 2, 2, 2, 1, 4, 2, 1, 1, 1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 2, 31
Gb lydian (6b), 2, 2, 0, 3, 0, 0, 0, 2, 0, 5, 3, 4, 2, 0, 0, 0, 2, 0, 0, 0, 25
F# lydian (6#), 1, 2, 0, 2, 0, 0, 0, 2, 0, 3, 2, 3, 1, 0, 0, 0, 1, 0, 0, 0, 17
Gb mixolydian (6b), 2, 3, 0, 4, 1, 1, 0, 3, 1, 5, 2, 5, 3, 0, 1, 0, 3, 0, 1, 0, 35
F# mixolydian (6#), 1, 3, 0, 3, 1, 1, 0, 3, 1, 3, 1, 4, 2, 0, 1, 0, 2, 0, 1, 0, 27
Gb aeolian (6b), 2, 2, 0, 3, 1, 1, 0, 3, 1, 5, 2, 5, 2, 0, 1, 0, 2, 0, 1, 0, 31
F# aeolian (6#), 1, 2, 0, 2, 1, 1, 0, 3, 1, 3, 1, 4, 1, 0, 1, 0, 1, 0, 1, 0, 23
Gb locrian (6b), 2, 3, 1, 4, 1, 2, 1, 3, 1, 6, 3, 5, 3, 0, 2, 1, 3, 0, 2, 1, 44
F# locrian (6#), 1, 3, 1, 3, 1, 2, 1, 3, 1, 4, 2, 4, 2, 0, 2, 1, 2, 0, 2, 1, 36
Cb major (7b), 2, 3, 0, 4, 2, 3, 0, 2, 2, 5, 2, 4, 3, 0, 2, 0, 3, 0, 2, 0, 39
C# major (7#), 2, 2, 0, 2, 0, 0, 0, 2, 0, 4, 3, 4, 2, 0, 0, 0, 2, 0, 0, 0, 23
Ab minor (7b), 0, 3, 0, 1, 1, 1, 0, 3, 1, 3, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 20
A# minor (7#), 3, 2, 0, 3, 0, 0, 0, 3, 1, 2, 3, 4, 2, 0, 0, 1, 2, 0, 0, 1, 27
Ab minor mel (7b), 0, 2, 0, 0, 1, 1, 0, 3, 1, 3, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 16
A# minor mel (7#), 1, 2, 0, 1, 0, 0, 0, 3, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 13
Cb major blues (7b), 2, 3, 1, 4, 3, 4, 1, 2, 2, 6, 3, 4, 3, 1, 3, 1, 3, 1, 3, 1, 51
C# major blues (7#), 2, 2, 0, 3, 0, 0, 0, 2, 0, 5, 3, 4, 2, 0, 0, 0, 2, 0, 0, 0, 25
Ab minor blues (7b), 1, 2, 0, 2, 0, 0, 0, 2, 0, 3, 2, 3, 1, 0, 0, 0, 1, 0, 0, 0, 17
A# minor blues (7#), 2, 3, 0, 4, 1, 1, 0, 3, 1, 5, 2, 5, 3, 0, 1, 0, 3, 0, 1, 0, 35
Cb dorian (7b), 1, 3, 0, 3, 1, 1, 0, 3, 1, 3, 1, 4, 2, 0, 1, 0, 2, 0, 1, 0, 27
C# dorian (7#), 2, 2, 0, 3, 1, 1, 0, 3, 1, 5, 2, 5, 2, 0, 1, 0, 2, 0, 1, 0, 31
Cb phrygian (7b), 1, 2, 0, 2, 1, 1, 0, 3, 1, 3, 1, 4, 1, 0, 1, 0, 1, 0, 1, 0, 23
C# phrygian (7#), 2, 3, 1, 4, 1, 2, 1, 3, 1, 6, 3, 5, 3, 0, 2, 1, 3, 0, 2, 1, 44
Cb lydian (7b), 1, 3, 1, 3, 1, 2, 1, 3, 1, 4, 2, 4, 2, 0, 2, 1, 2, 0, 2, 1, 36
C# lydian (7#), 2, 3, 0, 4, 2, 3, 0, 2, 2, 5, 2, 4, 3, 0, 2, 0, 3, 0, 2, 0, 39
Cb mixolydian (7b), 2, 2, 0, 2, 0, 0, 0, 2, 0, 4, 3, 4, 2, 0, 0, 0, 2, 0, 0, 0, 23
C# mixolydian (7#), 0, 3, 0, 1, 1, 1, 0, 3, 1, 3, 0, 3, 1, 0, 1, 0, 1, 0, 1, 0, 20
Cb aeolian (7b), 3, 2, 0, 3, 0, 0, 0, 3, 1, 2, 3, 4, 2, 0, 0, 1, 2, 0, 0, 1, 27
C# aeolian (7#), 0, 2, 0, 0, 1, 1, 0, 3, 1, 3, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 16
Cb locrian (7b), 2, 3, 1, 4, 3, 4, 1, 2, 2, 6, 3, 4, 3, 1, 3, 1, 3, 1, 3, 1, 51
C# locrian (7#), 2, 3, 1, 4, 3, 4, 1, 2, 2, 6, 3, 4, 3, 1, 3, 1, 3, 1, 3, 1, 51
