 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, rowcost
Eb major (3b), 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 3, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0, 0, 33
A major (3#), 1, 1, 1, 2, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 2, 2, 1, 2, 1, 1, 2, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 3, 0, 0, 0, 1, 1, 1, 57
C minor (3b), 0, 0, 1, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 0, 0, 1, 3, 1, 1, 1, 2, 0, 0, 0, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 0, 0, 1, 0, 0, 48
F# minor (3#), 1, 1, 2, 3, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 0, 0, 1, 3, 2, 3, 3, 4, 0, 0, 0, 1, 1, 1, 1, 4, 1, 2, 1, 2, 3, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 69
Ab major (4b), 0, 0, 2, 3, 2, 2, 3, 0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 2, 2, 0, 3, 0, 3, 2, 3, 1, 1, 2, 2, 2, 2, 0, 3, 0, 0, 0, 2, 3, 2, 2, 4, 0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 0, 0, 1, 1, 1, 1, 0, 0, 69
E major (4#), 1, 1, 2, 4, 0, 0, 3, 1, 1, 1, 1, 3, 1, 1, 1, 0, 1, 0, 1, 1, 3, 2, 3, 3, 4, 1, 1, 1, 1, 1, 1, 2, 4, 1, 2, 1, 2, 4, 0, 0, 3, 1, 1, 1, 1, 3, 1, 1, 2, 0, 0, 1, 3, 1, 1, 1, 0, 1, 1, 84
F minor (4b), 0, 0, 1, 2, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 0, 0, 0, 1, 2, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 2, 0, 0, 39
C# minor (4#), 0, 0, 1, 3, 0, 0, 3, 2, 2, 1, 2, 3, 2, 2, 2, 0, 0, 0, 1, 1, 3, 1, 3, 2, 3, 1, 1, 1, 1, 1, 1, 2, 5, 2, 2, 0, 1, 3, 0, 0, 2, 2, 2, 1, 2, 3, 2, 2, 4, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 85
Db major (5b), 0, 0, 3, 4, 2, 2, 5, 1, 1, 0, 1, 3, 1, 1, 1, 2, 2, 2, 2, 0, 3, 0, 3, 2, 3, 2, 2, 2, 3, 3, 3, 0, 4, 1, 1, 0, 3, 4, 2, 2, 5, 1, 1, 0, 1, 3, 1, 1, 2, 2, 2, 0, 0, 2, 2, 2, 1, 0, 0, 102
B major (5#), 1, 1, 2, 3, 1, 1, 4, 1, 1, 0, 1, 3, 1, 1, 2, 1, 2, 1, 2, 0, 2, 1, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 2, 3, 1, 1, 4, 1, 1, 0, 1, 3, 1, 1, 3, 1, 1, 0, 2, 1, 1, 1, 0, 1, 1, 84
Bb minor (5b), 0, 0, 2, 1, 0, 0, 2, 1, 1, 0, 1, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 0, 1, 1, 1, 0, 2, 1, 0, 0, 1, 1, 1, 0, 1, 2, 1, 1, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 43
G# minor (5#), 1, 1, 3, 4, 1, 1, 4, 0, 0, 0, 0, 3, 0, 0, 2, 1, 2, 1, 2, 0, 2, 1, 2, 2, 3, 2, 2, 3, 2, 2, 2, 1, 2, 0, 1, 1, 3, 4, 1, 1, 5, 0, 0, 0, 0, 3, 0, 0, 2, 1, 1, 0, 1, 2, 2, 2, 0, 1, 1, 84
Gb major (6b), 1, 1, 4, 5, 2, 2, 7, 2, 2, 0, 2, 5, 2, 2, 1, 2, 3, 2, 2, 0, 3, 1, 3, 3, 4, 2, 2, 2, 3, 3, 3, 0, 5, 2, 3, 1, 4, 5, 2, 2, 6, 2, 2, 0, 2, 5, 2, 2, 3, 2, 2, 0, 1, 2, 2, 2, 1, 0, 0, 136
F# major (6#), 1, 1, 3, 3, 1, 1, 4, 1, 1, 0, 1, 3, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 2, 2, 3, 1, 1, 1, 2, 2, 2, 0, 3, 1, 2, 1, 3, 3, 1, 1, 4, 1, 1, 0, 1, 3, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 83
Eb minor (6b), 1, 1, 2, 2, 1, 1, 3, 1, 1, 0, 1, 2, 1, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 2, 2, 0, 0, 1, 3, 1, 1, 0, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 0, 1, 2, 1, 1, 2, 1, 1, 0, 2, 2, 0, 0, 1, 0, 0, 67
D# minor (6#), 1, 1, 2, 3, 2, 2, 5, 2, 2, 0, 2, 3, 2, 2, 1, 2, 3, 2, 2, 0, 2, 1, 2, 3, 3, 0, 0, 1, 4, 1, 1, 0, 4, 2, 3, 1, 2, 3, 2, 2, 3, 2, 2, 0, 2, 3, 2, 2, 3, 2, 2, 0, 2, 3, 0, 0, 1, 0, 0, 105
Cb major (7b), 2, 2, 4, 6, 2, 2, 8, 2, 2, 0, 2, 6, 2, 2, 2, 2, 4, 2, 3, 0, 3, 2, 3, 4, 5, 2, 2, 2, 2, 2, 2, 1, 5, 2, 4, 2, 4, 6, 2, 2, 7, 2, 2, 0, 2, 6, 2, 2, 4, 2, 2, 0, 3, 2, 2, 2, 0, 1, 1, 154
C# major (7#), 0, 0, 2, 2, 1, 1, 4, 2, 2, 0, 2, 3, 2, 2, 1, 1, 1, 1, 1, 0, 2, 0, 2, 1, 2, 1, 1, 1, 2, 2, 2, 0, 4, 2, 2, 0, 2, 2, 1, 1, 3, 2, 2, 0, 2, 3, 2, 2, 3, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 83
Ab minor (7b), 1, 1, 2, 4, 2, 2, 4, 0, 0, 0, 0, 2, 0, 0, 2, 2, 3, 2, 3, 0, 3, 1, 3, 3, 4, 1, 1, 2, 1, 1, 1, 1, 3, 0, 1, 1, 2, 4, 2, 2, 5, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 1, 1, 1, 1, 0, 1, 1, 86
A# minor (7#), 0, 0, 4, 2, 0, 0, 4, 2, 2, 0, 2, 4, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 4, 4, 4, 0, 2, 2, 2, 0, 4, 2, 0, 0, 2, 2, 2, 0, 2, 4, 2, 2, 4, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 85
