 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, rowcost
G minor mel (2b), 0, 1, 1, 1, 1, 3, 4, 2, 0, 1, 0, 1, 3, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 3, 4, 0, 0, 0, 34
B minor mel (2#), 1, 3, 3, 3, 1, 1, 2, 5, 1, 4, 1, 3, 4, 3, 2, 1, 1, 1, 1, 3, 3, 3, 1, 1, 2, 2, 2, 2, 60
Bb major blues (2b), 1, 4, 3, 3, 2, 4, 5, 3, 1, 3, 0, 1, 1, 1, 0, 4, 5, 4, 1, 4, 3, 3, 2, 4, 4, 2, 1, 0, 69
D major blues (2#), 1, 2, 2, 2, 1, 2, 3, 5, 1, 4, 1, 4, 4, 4, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 3, 1, 3, 3, 62
G minor blues (2b), 1, 3, 2, 2, 2, 4, 7, 4, 1, 3, 0, 1, 2, 1, 0, 4, 4, 2, 1, 3, 2, 2, 2, 4, 6, 2, 1, 0, 66
B minor blues (2#), 1, 2, 2, 2, 1, 2, 4, 6, 1, 5, 1, 4, 4, 4, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 4, 1, 3, 3, 66
Bb dorian (2b), 0, 2, 2, 2, 1, 3, 2, 2, 0, 2, 0, 1, 1, 1, 0, 2, 3, 3, 0, 2, 2, 2, 1, 3, 2, 0, 0, 0, 39
D dorian (2#), 1, 2, 2, 2, 1, 1, 2, 4, 1, 3, 1, 4, 4, 4, 2, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 3, 3, 54
Bb phrygian (2b), 0, 1, 1, 1, 1, 2, 3, 5, 0, 3, 0, 3, 2, 3, 0, 1, 2, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 41
D phrygian (2#), 0, 1, 1, 1, 1, 2, 3, 4, 0, 2, 0, 3, 3, 3, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 39
Bb lydian (2b), 0, 2, 1, 1, 2, 3, 4, 3, 0, 3, 0, 2, 2, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 1, 1, 47
D lydian (2#), 0, 2, 1, 1, 2, 3, 5, 4, 0, 3, 0, 2, 3, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 4, 1, 1, 1, 51
Bb mixolydian (2b), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
D mixolydian (2#), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
Bb aeolian (2b), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
D aeolian (2#), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
Bb locrian (2b), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
D locrian (2#), 0, 2, 1, 1, 2, 3, 4, 2, 0, 3, 0, 0, 1, 0, 0, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 0, 0, 38
Eb major (3b), 0, 1, 1, 1, 1, 3, 3, 2, 0, 2, 0, 1, 1, 1, 0, 2, 3, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
A major (3#), 0, 0, 0, 0, 1, 2, 3, 2, 0, 1, 0, 2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 1, 1, 25
C minor (3b), 1, 2, 2, 2, 1, 2, 3, 4, 1, 3, 1, 2, 3, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 1, 1, 1, 52
F# minor (3#), 1, 0, 0, 0, 0, 3, 5, 2, 1, 1, 0, 1, 3, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 3, 5, 0, 2, 1, 34
C minor mel (3b), 0, 1, 0, 0, 2, 2, 3, 2, 0, 3, 0, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0, 0, 2, 2, 2, 1, 1, 1, 29
F# minor mel (3#), 2, 3, 2, 2, 1, 3, 6, 3, 2, 3, 1, 3, 1, 3, 1, 1, 3, 5, 2, 3, 2, 2, 1, 3, 5, 2, 4, 3, 72
Eb major blues (3b), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
A major blues (3#), 0, 1, 1, 1, 1, 2, 3, 5, 0, 3, 0, 3, 2, 3, 0, 1, 2, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 41
C minor blues (3b), 0, 1, 1, 1, 1, 2, 3, 4, 0, 2, 0, 3, 3, 3, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 39
F# minor blues (3#), 0, 2, 1, 1, 2, 3, 4, 3, 0, 3, 0, 2, 2, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 1, 1, 47
Eb dorian (3b), 0, 2, 1, 1, 2, 3, 5, 4, 0, 3, 0, 2, 3, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 4, 1, 1, 1, 51
A dorian (3#), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
Eb phrygian (3b), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
A phrygian (3#), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
Eb lydian (3b), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
A lydian (3#), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
Eb mixolydian (3b), 0, 2, 1, 1, 2, 3, 4, 2, 0, 3, 0, 0, 1, 0, 0, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 0, 0, 38
A mixolydian (3#), 0, 1, 1, 1, 1, 3, 3, 2, 0, 2, 0, 1, 1, 1, 0, 2, 3, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
Eb aeolian (3b), 0, 0, 0, 0, 1, 2, 3, 2, 0, 1, 0, 2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 1, 1, 25
A aeolian (3#), 1, 2, 2, 2, 1, 2, 3, 4, 1, 3, 1, 2, 3, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 1, 1, 1, 52
Eb locrian (3b), 0, 1, 1, 1, 1, 2, 3, 5, 0, 3, 0, 3, 2, 3, 0, 1, 2, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 41
A locrian (3#), 0, 1, 1, 1, 1, 2, 3, 4, 0, 2, 0, 3, 3, 3, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 39
Ab major (4b), 0, 2, 1, 1, 2, 3, 4, 3, 0, 3, 0, 2, 2, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 1, 1, 47
E major (4#), 0, 2, 1, 1, 2, 3, 5, 4, 0, 3, 0, 2, 3, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 4, 1, 1, 1, 51
F minor (4b), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
C# minor (4#), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
F minor mel (4b), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
C# minor mel (4#), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
Ab major blues (4b), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
E major blues (4#), 0, 2, 1, 1, 2, 3, 4, 2, 0, 3, 0, 0, 1, 0, 0, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 0, 0, 38
F minor blues (4b), 0, 1, 1, 1, 1, 3, 3, 2, 0, 2, 0, 1, 1, 1, 0, 2, 3, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
C# minor blues (4#), 0, 0, 0, 0, 1, 2, 3, 2, 0, 1, 0, 2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 1, 1, 25
Ab dorian (4b), 1, 2, 2, 2, 1, 2, 3, 4, 1, 3, 1, 2, 3, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 1, 1, 1, 52
E dorian (4#), 1, 0, 0, 0, 0, 3, 5, 2, 1, 1, 0, 1, 3, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 3, 5, 0, 2, 1, 34
Ab phrygian (4b), 0, 1, 0, 0, 2, 2, 3, 2, 0, 3, 0, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0, 0, 2, 2, 2, 1, 1, 1, 29
E phrygian (4#), 2, 3, 2, 2, 1, 3, 6, 3, 2, 3, 1, 3, 1, 3, 1, 1, 3, 5, 2, 3, 2, 2, 1, 3, 5, 2, 4, 3, 72
Ab lydian (4b), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
E lydian (4#), 0, 1, 1, 1, 1, 2, 3, 5, 0, 3, 0, 3, 2, 3, 0, 1, 2, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 41
Ab mixolydian (4b), 0, 1, 1, 1, 1, 2, 3, 4, 0, 2, 0, 3, 3, 3, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 39
E mixolydian (4#), 0, 2, 1, 1, 2, 3, 4, 3, 0, 3, 0, 2, 2, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 1, 1, 47
Ab aeolian (4b), 0, 2, 1, 1, 2, 3, 5, 4, 0, 3, 0, 2, 3, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 4, 1, 1, 1, 51
E aeolian (4#), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
Ab locrian (4b), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
E locrian (4#), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
Db major (5b), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
B major (5#), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
Bb minor (5b), 0, 2, 1, 1, 2, 3, 4, 2, 0, 3, 0, 0, 1, 0, 0, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 0, 0, 38
G# minor (5#), 0, 1, 1, 1, 1, 3, 3, 2, 0, 2, 0, 1, 1, 1, 0, 2, 3, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
Bb minor mel (5b), 0, 0, 0, 0, 1, 2, 3, 2, 0, 1, 0, 2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 1, 1, 25
G# minor mel (5#), 1, 2, 2, 2, 1, 2, 3, 4, 1, 3, 1, 2, 3, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 1, 1, 1, 52
Db major blues (5b), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
B major blues (5#), 0, 1, 1, 1, 1, 2, 3, 5, 0, 3, 0, 3, 2, 3, 0, 1, 2, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 41
Bb minor blues (5b), 0, 1, 1, 1, 1, 2, 3, 4, 0, 2, 0, 3, 3, 3, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 39
G# minor blues (5#), 0, 2, 1, 1, 2, 3, 4, 3, 0, 3, 0, 2, 2, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 1, 1, 47
Db dorian (5b), 0, 2, 1, 1, 2, 3, 5, 4, 0, 3, 0, 2, 3, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 4, 1, 1, 1, 51
B dorian (5#), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
Db phrygian (5b), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
B phrygian (5#), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
Db lydian (5b), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
B lydian (5#), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
Db mixolydian (5b), 0, 2, 1, 1, 2, 3, 4, 2, 0, 3, 0, 0, 1, 0, 0, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 0, 0, 38
B mixolydian (5#), 0, 1, 1, 1, 1, 3, 3, 2, 0, 2, 0, 1, 1, 1, 0, 2, 3, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
Db aeolian (5b), 0, 0, 0, 0, 1, 2, 3, 2, 0, 1, 0, 2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 1, 1, 25
B aeolian (5#), 1, 2, 2, 2, 1, 2, 3, 4, 1, 3, 1, 2, 3, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 1, 1, 1, 52
Db locrian (5b), 1, 0, 0, 0, 0, 3, 5, 2, 1, 1, 0, 1, 3, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 3, 5, 0, 2, 1, 34
B locrian (5#), 1, 2, 2, 2, 1, 1, 3, 5, 1, 4, 1, 4, 4, 4, 2, 0, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 3, 3, 58
Gb major (6b), 2, 3, 2, 2, 1, 3, 6, 3, 2, 3, 1, 3, 1, 3, 1, 1, 3, 5, 2, 3, 2, 2, 1, 3, 5, 2, 4, 3, 72
F# major (6#), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
Eb minor (6b), 0, 1, 1, 1, 1, 2, 3, 5, 0, 3, 0, 3, 2, 3, 0, 1, 2, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 41
D# minor (6#), 0, 1, 1, 1, 1, 2, 3, 4, 0, 2, 0, 3, 3, 3, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 3, 0, 2, 2, 39
Eb minor mel (6b), 0, 2, 1, 1, 2, 3, 4, 3, 0, 3, 0, 2, 2, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 1, 1, 47
D# minor mel (6#), 0, 2, 1, 1, 2, 3, 5, 4, 0, 3, 0, 2, 3, 2, 1, 2, 3, 1, 0, 2, 1, 1, 2, 3, 4, 1, 1, 1, 51
Gb major blues (6b), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
F# major blues (6#), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
Eb minor blues (6b), 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 22
D# minor blues (6#), 0, 1, 1, 1, 1, 3, 3, 3, 0, 2, 0, 1, 1, 1, 0, 2, 2, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
Gb dorian (6b), 0, 0, 0, 0, 1, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 24
F# dorian (6#), 0, 2, 1, 1, 2, 3, 4, 2, 0, 3, 0, 0, 1, 0, 0, 2, 3, 1, 0, 2, 1, 1, 2, 3, 3, 1, 0, 0, 38
Gb phrygian (6b), 0, 1, 1, 1, 1, 3, 3, 2, 0, 2, 0, 1, 1, 1, 0, 2, 3, 1, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 33
F# phrygian (6#), 0, 0, 0, 0, 1, 2, 3, 2, 0, 1, 0, 2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 1, 1, 25
Gb lydian (6b), 2, 7, 6, 6, 1, 3, 6, 4, 2, 3, 0, 2, 0, 2, 0, 5, 6, 5, 2, 7, 6, 6, 1, 3, 5, 3, 4, 2, 99
F# lydian (6#), 1, 5, 4, 4, 1, 2, 4, 2, 1, 2, 0, 1, 0, 1, 0, 3, 4, 4, 1, 5, 4, 4, 1, 2, 3, 2, 2, 1, 64
Gb mixolydian (6b), 3, 5, 5, 5, 0, 4, 6, 6, 3, 5, 1, 3, 2, 3, 2, 4, 4, 6, 3, 5, 5, 5, 0, 4, 6, 3, 5, 3, 106
F# mixolydian (6#), 2, 3, 3, 3, 0, 3, 4, 4, 2, 4, 1, 2, 2, 2, 2, 2, 2, 5, 2, 3, 3, 3, 0, 3, 4, 2, 3, 2, 71
Gb aeolian (6b), 3, 6, 5, 5, 1, 4, 7, 5, 3, 4, 1, 3, 1, 3, 1, 4, 5, 6, 3, 6, 5, 5, 1, 4, 6, 4, 5, 3, 109
F# aeolian (6#), 2, 4, 3, 3, 1, 3, 5, 3, 2, 3, 1, 2, 1, 2, 1, 2, 3, 5, 2, 4, 3, 3, 1, 3, 4, 3, 3, 2, 74
Gb locrian (6b), 3, 3, 3, 3, 0, 4, 7, 6, 3, 5, 1, 4, 2, 4, 2, 2, 4, 6, 3, 3, 3, 3, 0, 4, 7, 1, 6, 4, 96
F# locrian (6#), 2, 2, 2, 2, 0, 3, 5, 4, 2, 4, 1, 3, 2, 3, 2, 1, 2, 5, 2, 2, 2, 2, 0, 3, 5, 1, 4, 3, 69
Cb major (7b), 4, 6, 6, 6, 0, 4, 6, 7, 4, 6, 2, 4, 6, 4, 3, 4, 4, 4, 4, 6, 6, 6, 0, 4, 6, 4, 6, 4, 126
