 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, rowcost
A major (3#), 3, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 37
C minor (3b), 2, 4, 1, 1, 2, 2, 1, 1, 1, 3, 2, 1, 1, 4, 2,  , 3, 1, 1, 33
F# minor (3#), 2, 2, 0, 2, 1, 1, 0, 3, 3, 2, 1, 3, 3, 2, 0,  , 2, 0, 0, 27
C minor mel (3b), 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 0, 2, 1, 3, 1,  , 1, 0, 0, 19
F# minor mel (3#), 2, 2, 1, 1, 2, 2, 1, 2, 3, 1, 1, 3, 3, 2, 0,  , 1, 0, 0, 27
Eb major blues (3b), 2, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 4, 2,  , 2, 1, 1, 33
A major blues (3#), 4, 3, 2, 3, 2, 2, 2, 4, 1, 1, 1, 3, 1, 3, 2,  , 1, 1, 1, 37
C minor blues (3b), 4, 2, 2, 3, 2, 1, 2, 5, 2, 2, 2, 4, 2, 2, 1,  , 2, 1, 1, 40
F# minor blues (3#), 2, 4, 1, 2, 2, 2, 1, 3, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 40
Eb dorian (3b), 3, 4, 1, 3, 2, 2, 1, 4, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 43
A dorian (3#), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
Eb phrygian (3b), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
A phrygian (3#), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
Eb lydian (3b), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
A lydian (3#), 2, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 4, 2,  , 2, 1, 1, 33
Eb mixolydian (3b), 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 1,  , 1, 0, 0, 12
A mixolydian (3#), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
Eb aeolian (3b), 3, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 37
A aeolian (3#), 2, 4, 1, 1, 2, 2, 1, 1, 1, 3, 2, 1, 1, 4, 2,  , 3, 1, 1, 33
Eb locrian (3b), 4, 3, 2, 3, 2, 2, 2, 4, 1, 1, 1, 3, 1, 3, 2,  , 1, 1, 1, 37
A locrian (3#), 4, 2, 2, 3, 2, 1, 2, 5, 2, 2, 2, 4, 2, 2, 1,  , 2, 1, 1, 40
Ab major (4b), 2, 4, 1, 2, 2, 2, 1, 3, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 40
E major (4#), 3, 4, 1, 3, 2, 2, 1, 4, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 43
F minor (4b), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
C# minor (4#), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
F minor mel (4b), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
C# minor mel (4#), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
Ab major blues (4b), 2, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 4, 2,  , 2, 1, 1, 33
E major blues (4#), 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 1,  , 1, 0, 0, 12
F minor blues (4b), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
C# minor blues (4#), 3, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 37
Ab dorian (4b), 2, 4, 1, 1, 2, 2, 1, 1, 1, 3, 2, 1, 1, 4, 2,  , 3, 1, 1, 33
E dorian (4#), 2, 2, 0, 2, 1, 1, 0, 3, 3, 2, 1, 3, 3, 2, 0,  , 2, 0, 0, 27
Ab phrygian (4b), 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 0, 2, 1, 3, 1,  , 1, 0, 0, 19
E phrygian (4#), 2, 2, 1, 1, 2, 2, 1, 2, 3, 1, 1, 3, 3, 2, 0,  , 1, 0, 0, 27
Ab lydian (4b), 2, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 4, 2,  , 2, 1, 1, 33
E lydian (4#), 4, 3, 2, 3, 2, 2, 2, 4, 1, 1, 1, 3, 1, 3, 2,  , 1, 1, 1, 37
Ab mixolydian (4b), 4, 2, 2, 3, 2, 1, 2, 5, 2, 2, 2, 4, 2, 2, 1,  , 2, 1, 1, 40
E mixolydian (4#), 2, 4, 1, 2, 2, 2, 1, 3, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 40
Ab aeolian (4b), 3, 4, 1, 3, 2, 2, 1, 4, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 43
E aeolian (4#), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
Ab locrian (4b), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
E locrian (4#), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
Db major (5b), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
B major (5#), 2, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 4, 2,  , 2, 1, 1, 33
Bb minor (5b), 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 1,  , 1, 0, 0, 12
G# minor (5#), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
Bb minor mel (5b), 3, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 37
G# minor mel (5#), 2, 4, 1, 1, 2, 2, 1, 1, 1, 3, 2, 1, 1, 4, 2,  , 3, 1, 1, 33
Db major blues (5b), 2, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 4, 2,  , 2, 1, 1, 33
B major blues (5#), 4, 3, 2, 3, 2, 2, 2, 4, 1, 1, 1, 3, 1, 3, 2,  , 1, 1, 1, 37
Bb minor blues (5b), 4, 2, 2, 3, 2, 1, 2, 5, 2, 2, 2, 4, 2, 2, 1,  , 2, 1, 1, 40
G# minor blues (5#), 2, 4, 1, 2, 2, 2, 1, 3, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 40
Db dorian (5b), 3, 4, 1, 3, 2, 2, 1, 4, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 43
B dorian (5#), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
Db phrygian (5b), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
B phrygian (5#), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
Db lydian (5b), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
B lydian (5#), 2, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 4, 2,  , 2, 1, 1, 33
Db mixolydian (5b), 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 1,  , 1, 0, 0, 12
B mixolydian (5#), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
Db aeolian (5b), 3, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 37
B aeolian (5#), 2, 4, 1, 1, 2, 2, 1, 1, 1, 3, 2, 1, 1, 4, 2,  , 3, 1, 1, 33
Db locrian (5b), 2, 2, 0, 2, 1, 1, 0, 3, 3, 2, 1, 3, 3, 2, 0,  , 2, 0, 0, 27
B locrian (5#), 3, 3, 2, 2, 3, 2, 2, 4, 3, 3, 3, 4, 3, 3, 1,  , 3, 1, 1, 46
Gb major (6b), 2, 2, 1, 1, 2, 2, 1, 2, 3, 1, 1, 3, 3, 2, 0,  , 1, 0, 0, 27
F# major (6#), 2, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 4, 2,  , 2, 1, 1, 33
Eb minor (6b), 4, 3, 2, 3, 2, 2, 2, 4, 1, 1, 1, 3, 1, 3, 2,  , 1, 1, 1, 37
D# minor (6#), 4, 2, 2, 3, 2, 1, 2, 5, 2, 2, 2, 4, 2, 2, 1,  , 2, 1, 1, 40
Eb minor mel (6b), 2, 4, 1, 2, 2, 2, 1, 3, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 40
D# minor mel (6#), 3, 4, 1, 3, 2, 2, 1, 4, 2, 3, 2, 3, 2, 4, 2,  , 3, 1, 1, 43
Gb major blues (6b), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
F# major blues (6#), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
Eb minor blues (6b), 2, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 36
D# minor blues (6#), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
Gb dorian (6b), 2, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 1, 4, 2,  , 2, 1, 1, 33
F# dorian (6#), 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 1,  , 1, 0, 0, 12
Gb phrygian (6b), 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 0, 3, 2,  , 2, 1, 1, 26
F# phrygian (6#), 3, 3, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 2, 3, 1,  , 3, 1, 1, 37
Gb lydian (6b), 2, 0, 2, 2, 0, 0, 2, 4, 2, 0, 0, 3, 2, 0, 0,  , 0, 0, 0, 19
F# lydian (6#), 1, 0, 1, 1, 0, 0, 1, 2, 1, 0, 0, 2, 1, 0, 0,  , 0, 0, 0, 10
Gb mixolydian (6b), 3, 1, 2, 2, 1, 1, 2, 5, 4, 2, 2, 4, 4, 1, 0,  , 2, 0, 0, 36
F# mixolydian (6#), 2, 1, 1, 1, 1, 1, 1, 3, 3, 2, 2, 3, 3, 1, 0,  , 2, 0, 0, 27
Gb aeolian (6b), 3, 1, 2, 2, 1, 1, 2, 4, 3, 1, 1, 3, 3, 1, 0,  , 1, 0, 0, 29
F# aeolian (6#), 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 0,  , 1, 0, 0, 20
Gb locrian (6b), 3, 2, 2, 2, 2, 2, 2, 5, 5, 2, 2, 5, 5, 2, 0,  , 2, 0, 0, 43
F# locrian (6#), 2, 2, 1, 1, 2, 2, 1, 3, 4, 2, 2, 4, 4, 2, 0,  , 2, 0, 0, 34
Cb major (7b), 4, 2, 2, 2, 2, 2, 2, 5, 5, 3, 3, 4, 5, 2, 0,  , 3, 0, 0, 46
C# major (7#), 2, 0, 2, 1, 0, 0, 2, 3, 1, 0, 0, 2, 1, 0, 0,  , 0, 0, 0, 14
Ab minor (7b), 1, 2, 0, 2, 1, 2, 0, 3, 3, 2, 2, 1, 3, 2, 1,  , 2, 0, 0, 27
A# minor (7#), 2, 1, 2, 3, 0, 0, 2, 5, 2, 1, 0, 3, 2, 1, 0,  , 1, 0, 0, 25
Ab minor mel (7b), 1, 2, 0, 2, 1, 2, 0, 2, 2, 1, 1, 0, 2, 2, 1,  , 1, 0, 0, 20
A# minor mel (7#), 0, 2, 0, 3, 0, 1, 0, 3, 2, 1, 0, 1, 2, 2, 1,  , 1, 0, 0, 19
Cb major blues (7b), 5, 4, 3, 3, 4, 3, 3, 6, 6, 4, 4, 5, 6, 4, 1,  , 4, 1, 1, 67
C# major blues (7#), 2, 0, 2, 2, 0, 0, 2, 4, 2, 0, 0, 3, 2, 0, 0,  , 0, 0, 0, 19
Ab minor blues (7b), 1, 0, 1, 1, 0, 0, 1, 2, 1, 0, 0, 2, 1, 0, 0,  , 0, 0, 0, 10
A# minor blues (7#), 3, 1, 2, 2, 1, 1, 2, 5, 4, 2, 2, 4, 4, 1, 0,  , 2, 0, 0, 36
Cb dorian (7b), 2, 1, 1, 1, 1, 1, 1, 3, 3, 2, 2, 3, 3, 1, 0,  , 2, 0, 0, 27
C# dorian (7#), 3, 1, 2, 2, 1, 1, 2, 4, 3, 1, 1, 3, 3, 1, 0,  , 1, 0, 0, 29
Cb phrygian (7b), 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 0,  , 1, 0, 0, 20
C# phrygian (7#), 3, 2, 2, 2, 2, 2, 2, 5, 5, 2, 2, 5, 5, 2, 0,  , 2, 0, 0, 43
Cb lydian (7b), 2, 2, 1, 1, 2, 2, 1, 3, 4, 2, 2, 4, 4, 2, 0,  , 2, 0, 0, 34
C# lydian (7#), 4, 2, 2, 2, 2, 2, 2, 5, 5, 3, 3, 4, 5, 2, 0,  , 3, 0, 0, 46
Cb mixolydian (7b), 2, 0, 2, 1, 0, 0, 2, 3, 1, 0, 0, 2, 1, 0, 0,  , 0, 0, 0, 14
C# mixolydian (7#), 1, 2, 0, 2, 1, 2, 0, 3, 3, 2, 2, 1, 3, 2, 1,  , 2, 0, 0, 27
Cb aeolian (7b), 2, 1, 2, 3, 0, 0, 2, 5, 2, 1, 0, 3, 2, 1, 0,  , 1, 0, 0, 25
C# aeolian (7#), 1, 2, 0, 2, 1, 2, 0, 2, 2, 1, 1, 0, 2, 2, 1,  , 1, 0, 0, 20
Cb locrian (7b), 5, 4, 3, 3, 4, 3, 3, 6, 4, 4, 4, 5, 4, 4, 1,  , 4, 1, 1, 63
C# locrian (7#), 5, 4, 3, 3, 4, 3, 3, 6, 6, 4, 4, 5, 6, 4, 1,  , 4, 1, 1, 67
