 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, rowcost
B minor mel (2#), 1, 2, 3, 2, 2, 3, 5, 3, 1, 1, 2, 1, 3, 1, 30
Bb major blues (2b), 0, 2, 2, 3, 2, 2, 4, 3, 2, 1, 3, 1, 2, 0, 27
D major blues (2#), 1, 4, 4, 4, 3, 5, 6, 4, 3, 2, 6, 2, 5, 1, 50
G minor blues (2b), 0, 2, 2, 4, 2, 2, 4, 4, 3, 1, 4, 1, 2, 0, 31
B minor blues (2#), 1, 4, 4, 4, 3, 5, 6, 5, 3, 2, 4, 2, 5, 1, 49
Bb dorian (2b), 0, 2, 2, 3, 2, 2, 4, 2, 2, 1, 3, 1, 2, 0, 26
D dorian (2#), 1, 3, 3, 3, 2, 4, 5, 3, 2, 1, 5, 1, 4, 1, 38
Bb phrygian (2b), 0, 2, 1, 2, 1, 2, 2, 2, 1, 0, 4, 0, 2, 0, 19
D phrygian (2#), 0, 3, 2, 3, 2, 3, 3, 3, 2, 1, 5, 1, 3, 1, 32
Bb lydian (2b), 0, 4, 3, 5, 3, 4, 5, 5, 4, 2, 6, 2, 4, 1, 48
D lydian (2#), 0, 4, 3, 5, 3, 4, 5, 6, 4, 2, 6, 2, 4, 1, 49
Bb mixolydian (2b), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
D mixolydian (2#), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
Bb aeolian (2b), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
D aeolian (2#), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
Bb locrian (2b), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
D locrian (2#), 0, 1, 1, 3, 1, 1, 3, 4, 3, 1, 3, 1, 1, 0, 23
Eb major (3b), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
A major (3#), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
C minor (3b), 1, 2, 3, 4, 2, 3, 5, 4, 3, 1, 4, 1, 3, 0, 36
F# minor (3#), 0, 3, 2, 3, 2, 3, 3, 4, 3, 2, 3, 2, 3, 1, 34
C minor mel (3b), 0, 2, 1, 2, 1, 2, 3, 3, 2, 1, 4, 1, 2, 0, 24
F# minor mel (3#), 1, 1, 1, 1, 0, 2, 2, 3, 1, 0, 1, 0, 2, 0, 15
Eb major blues (3b), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
A major blues (3#), 0, 2, 1, 2, 1, 2, 2, 2, 1, 0, 4, 0, 2, 0, 19
C minor blues (3b), 0, 3, 2, 3, 2, 3, 3, 3, 2, 1, 5, 1, 3, 1, 32
F# minor blues (3#), 0, 4, 3, 5, 3, 4, 5, 5, 4, 2, 6, 2, 4, 1, 48
Eb dorian (3b), 0, 4, 3, 5, 3, 4, 5, 6, 4, 2, 6, 2, 4, 1, 49
A dorian (3#), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
Eb phrygian (3b), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
A phrygian (3#), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
Eb lydian (3b), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
A lydian (3#), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
Eb mixolydian (3b), 0, 1, 1, 3, 1, 1, 3, 4, 3, 1, 3, 1, 1, 0, 23
A mixolydian (3#), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
Eb aeolian (3b), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
A aeolian (3#), 1, 2, 3, 4, 2, 3, 5, 4, 3, 1, 4, 1, 3, 0, 36
Eb locrian (3b), 0, 2, 1, 2, 1, 2, 2, 2, 1, 0, 4, 0, 2, 0, 19
A locrian (3#), 0, 3, 2, 3, 2, 3, 3, 3, 2, 1, 5, 1, 3, 1, 32
Ab major (4b), 0, 4, 3, 5, 3, 4, 5, 5, 4, 2, 6, 2, 4, 1, 48
E major (4#), 0, 4, 3, 5, 3, 4, 5, 6, 4, 2, 6, 2, 4, 1, 49
F minor (4b), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
C# minor (4#), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
F minor mel (4b), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
C# minor mel (4#), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
Ab major blues (4b), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
E major blues (4#), 0, 1, 1, 3, 1, 1, 3, 4, 3, 1, 3, 1, 1, 0, 23
F minor blues (4b), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
C# minor blues (4#), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
Ab dorian (4b), 1, 2, 3, 4, 2, 3, 5, 4, 3, 1, 4, 1, 3, 0, 36
E dorian (4#), 0, 3, 2, 3, 2, 3, 3, 4, 3, 2, 3, 2, 3, 1, 34
Ab phrygian (4b), 0, 2, 1, 2, 1, 2, 3, 3, 2, 1, 4, 1, 2, 0, 24
E phrygian (4#), 1, 1, 1, 1, 0, 2, 2, 3, 1, 0, 1, 0, 2, 0, 15
Ab lydian (4b), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
E lydian (4#), 0, 2, 1, 2, 1, 2, 2, 2, 1, 0, 4, 0, 2, 0, 19
Ab mixolydian (4b), 0, 3, 2, 3, 2, 3, 3, 3, 2, 1, 5, 1, 3, 1, 32
E mixolydian (4#), 0, 4, 3, 5, 3, 4, 5, 5, 4, 2, 6, 2, 4, 1, 48
Ab aeolian (4b), 0, 4, 3, 5, 3, 4, 5, 6, 4, 2, 6, 2, 4, 1, 49
E aeolian (4#), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
Ab locrian (4b), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
E locrian (4#), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
Db major (5b), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
B major (5#), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
Bb minor (5b), 0, 1, 1, 3, 1, 1, 3, 4, 3, 1, 3, 1, 1, 0, 23
G# minor (5#), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
Bb minor mel (5b), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
G# minor mel (5#), 1, 2, 3, 4, 2, 3, 5, 4, 3, 1, 4, 1, 3, 0, 36
Db major blues (5b), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
B major blues (5#), 0, 2, 1, 2, 1, 2, 2, 2, 1, 0, 4, 0, 2, 0, 19
Bb minor blues (5b), 0, 3, 2, 3, 2, 3, 3, 3, 2, 1, 5, 1, 3, 1, 32
G# minor blues (5#), 0, 4, 3, 5, 3, 4, 5, 5, 4, 2, 6, 2, 4, 1, 48
Db dorian (5b), 0, 4, 3, 5, 3, 4, 5, 6, 4, 2, 6, 2, 4, 1, 49
B dorian (5#), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
Db phrygian (5b), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
B phrygian (5#), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
Db lydian (5b), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
B lydian (5#), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
Db mixolydian (5b), 0, 1, 1, 3, 1, 1, 3, 4, 3, 1, 3, 1, 1, 0, 23
B mixolydian (5#), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
Db aeolian (5b), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
B aeolian (5#), 1, 2, 3, 4, 2, 3, 5, 4, 3, 1, 4, 1, 3, 0, 36
Db locrian (5b), 0, 3, 2, 3, 2, 3, 3, 4, 3, 2, 3, 2, 3, 1, 34
B locrian (5#), 1, 3, 3, 3, 2, 4, 5, 4, 2, 1, 3, 1, 4, 1, 37
Gb major (6b), 1, 1, 1, 1, 0, 2, 2, 3, 1, 0, 1, 0, 2, 0, 15
F# major (6#), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
Eb minor (6b), 0, 2, 1, 2, 1, 2, 2, 2, 1, 0, 4, 0, 2, 0, 19
D# minor (6#), 0, 3, 2, 3, 2, 3, 3, 3, 2, 1, 5, 1, 3, 1, 32
Eb minor mel (6b), 0, 4, 3, 5, 3, 4, 5, 5, 4, 2, 6, 2, 4, 1, 48
D# minor mel (6#), 0, 4, 3, 5, 3, 4, 5, 6, 4, 2, 6, 2, 4, 1, 49
Gb major blues (6b), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
F# major blues (6#), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
Eb minor blues (6b), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
D# minor blues (6#), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
Gb dorian (6b), 0, 3, 2, 3, 2, 3, 4, 2, 2, 1, 5, 1, 3, 0, 31
F# dorian (6#), 0, 1, 1, 3, 1, 1, 3, 4, 3, 1, 3, 1, 1, 0, 23
Gb phrygian (6b), 0, 2, 2, 4, 2, 2, 4, 3, 3, 1, 4, 1, 2, 0, 30
F# phrygian (6#), 0, 4, 3, 4, 3, 4, 5, 3, 3, 2, 6, 2, 4, 1, 44
Gb lydian (6b), 0, 0, 0, 1, 0, 0, 1, 4, 1, 0, 1, 0, 0, 0, 8
F# lydian (6#), 0, 0, 0, 1, 0, 0, 1, 3, 1, 0, 1, 0, 0, 0, 7
Gb mixolydian (6b), 1, 1, 2, 1, 1, 2, 3, 4, 1, 1, 1, 1, 2, 1, 22
F# mixolydian (6#), 1, 1, 2, 1, 1, 2, 3, 3, 1, 1, 1, 1, 2, 1, 21
Gb aeolian (6b), 1, 0, 1, 0, 0, 1, 2, 3, 0, 0, 0, 0, 1, 0, 9
F# aeolian (6#), 1, 0, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 8
Gb locrian (6b), 1, 2, 2, 2, 1, 3, 3, 5, 2, 1, 2, 1, 3, 1, 29
F# locrian (6#), 1, 2, 2, 2, 1, 3, 3, 4, 2, 1, 2, 1, 3, 1, 28
Cb major (7b), 2, 1, 3, 1, 1, 3, 5, 4, 1, 1, 1, 1, 3, 1, 28
C# major (7#), 0, 0, 0, 1, 0, 0, 1, 4, 1, 0, 1, 0, 0, 0, 8
Ab minor (7b), 1, 1, 2, 1, 1, 2, 3, 2, 1, 1, 1, 1, 2, 1, 20
A# minor (7#), 0, 1, 1, 2, 1, 1, 3, 6, 2, 1, 2, 1, 1, 0, 22
Ab minor mel (7b), 1, 0, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 7
A# minor mel (7#), 0, 1, 1, 2, 1, 1, 3, 4, 2, 1, 2, 1, 1, 0, 20
Cb major blues (7b), 2, 3, 4, 3, 2, 5, 6, 5, 2, 1, 3, 1, 5, 1, 43
C# major blues (7#), 0, 0, 0, 1, 0, 0, 1, 4, 1, 0, 1, 0, 0, 0, 8
Ab minor blues (7b), 0, 0, 0, 1, 0, 0, 1, 3, 1, 0, 1, 0, 0, 0, 7
A# minor blues (7#), 1, 1, 2, 1, 1, 2, 3, 4, 1, 1, 1, 1, 2, 1, 22
Cb dorian (7b), 1, 1, 2, 1, 1, 2, 3, 3, 1, 1, 1, 1, 2, 1, 21
C# dorian (7#), 1, 0, 1, 0, 0, 1, 2, 3, 0, 0, 0, 0, 1, 0, 9
Cb phrygian (7b), 1, 0, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 8
C# phrygian (7#), 1, 2, 2, 2, 1, 3, 3, 5, 2, 1, 2, 1, 3, 1, 29
Cb lydian (7b), 1, 2, 2, 2, 1, 3, 3, 4, 2, 1, 2, 1, 3, 1, 28
C# lydian (7#), 2, 1, 3, 1, 1, 3, 5, 4, 1, 1, 1, 1, 3, 1, 28
Cb mixolydian (7b), 0, 0, 0, 1, 0, 0, 1, 4, 1, 0, 1, 0, 0, 0, 8
C# mixolydian (7#), 1, 1, 2, 1, 1, 2, 3, 2, 1, 1, 1, 1, 2, 1, 20
Cb aeolian (7b), 0, 1, 1, 2, 1, 1, 3, 6, 2, 1, 2, 1, 1, 0, 22
C# aeolian (7#), 1, 0, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 7
Cb locrian (7b), 2, 3, 4, 3, 2, 5, 6, 5, 2, 1, 3, 1, 5, 1, 43
C# locrian (7#), 2, 3, 4, 3, 2, 5, 6, 5, 2, 1, 3, 1, 5, 1, 43
