 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, rowcost
A major (3#), 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/0, 1/1, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 19/2
C minor (3b), 2/1, 2/0, 2/1, 1/0, 3/0, 2/0, 2/3, 0/0, 0/0, 2/2, 2/0, 3/1, 0/0, 2/2, 2/0, 2/0, 0/0, 2/2, 2/1, 2/2, 1/0, 3/0, 2/0, 2/3, 0/0, 2/2, 2/1, 0/0, 0/0, 45/21
F# minor (3#), 1/0, 1/3, 1/0, 0/0, 0/0, 1/3, 0/0, 1/1, 0/0, 2/1, 0/0, 0/0, 1/0, 2/1, 0/0, 1/1, 1/1, 1/0, 1/3, 1/0, 0/0, 0/0, 1/3, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 21/18
Ab major (4b), 3/3, 3/7, 3/3, 2/2, 4/6, 3/3, 3/4, 0/0, 1/0, 3/3, 3/8, 3/7, 0/0, 3/3, 3/8, 4/7, 1/0, 3/3, 3/7, 3/3, 2/2, 4/6, 3/3, 3/4, 1/0, 3/3, 3/7, 0/0, 0/0, 70/102
E major (4#), 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/1, 1/0, 1/0, 2/0, 0/0, 0/0, 1/0, 2/1, 0/0, 1/0, 2/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/1, 2/0, 1/0, 1/0, 1/0, 1/0, 26/3
F minor (4b), 3/1, 2/3, 3/1, 1/0, 3/1, 2/1, 3/1, 0/0, 1/0, 3/1, 2/0, 3/1, 0/0, 3/1, 2/0, 3/1, 1/0, 3/3, 2/3, 3/1, 1/0, 3/1, 2/1, 3/1, 1/0, 3/1, 2/0, 0/0, 0/0, 58/23
C# minor (4#), 2/2, 2/2, 2/2, 0/0, 0/0, 3/6, 1/3, 1/0, 1/0, 3/1, 0/0, 0/0, 2/2, 3/1, 0/0, 2/2, 2/1, 2/2, 2/2, 2/2, 0/0, 0/0, 3/6, 1/3, 2/1, 2/2, 2/2, 2/2, 2/2, 44/46
Db major (5b), 2/1, 4/7, 2/1, 2/2, 3/5, 4/3, 3/5, 0/0, 2/2, 4/5, 2/8, 2/7, 1/0, 4/5, 2/8, 3/7, 2/2, 2/1, 4/7, 2/1, 2/2, 3/5, 4/3, 3/5, 2/2, 2/1, 4/7, 1/0, 1/0, 72/102
B major (5#), 1/0, 2/3, 1/0, 1/0, 1/0, 2/3, 1/1, 1/0, 1/0, 2/1, 1/0, 1/0, 1/0, 2/1, 1/0, 2/0, 2/1, 1/0, 2/3, 1/0, 1/0, 1/0, 2/3, 1/1, 2/1, 1/0, 2/3, 1/0, 1/0, 39/21
Bb minor (5b), 2/1, 3/1, 2/3, 1/0, 2/1, 3/1, 2/1, 0/0, 1/0, 3/1, 1/0, 2/1, 1/0, 3/1, 1/0, 2/1, 1/0, 2/3, 3/1, 2/3, 1/0, 2/1, 3/1, 2/1, 1/0, 2/3, 3/1, 1/0, 1/0, 53/26
G# minor (5#), 2/2, 3/3, 2/2, 1/0, 1/0, 4/6, 2/2, 1/0, 2/2, 4/3, 1/0, 1/0, 2/0, 4/3, 1/0, 3/2, 3/2, 2/2, 3/5, 2/2, 1/0, 1/0, 4/6, 2/2, 3/3, 2/2, 3/5, 2/2, 2/2, 64/58
Gb major (6b), 2/2, 4/8, 2/2, 2/2, 3/5, 4/9, 3/5, 1/0, 2/2, 5/5, 2/8, 2/7, 2/2, 5/5, 2/8, 4/8, 3/2, 2/2, 4/8, 2/2, 2/2, 3/5, 4/9, 3/5, 3/2, 2/2, 4/8, 2/2, 2/2, 81/129
F# major (6#), 1/1, 2/1, 1/1, 1/0, 2/0, 2/3, 2/3, 1/0, 1/0, 4/1, 1/0, 1/0, 1/0, 4/1, 1/0, 2/1, 2/1, 1/1, 2/1, 1/1, 1/0, 2/0, 2/3, 2/3, 2/1, 1/1, 2/1, 1/0, 1/0, 47/25
Eb minor (6b), 1/1, 2/1, 1/1, 1/0, 2/1, 3/1, 2/3, 1/0, 1/0, 4/3, 1/0, 2/1, 1/0, 4/3, 1/0, 2/1, 2/0, 1/1, 2/1, 1/1, 1/0, 2/1, 3/1, 2/3, 2/0, 1/1, 2/1, 1/0, 1/0, 50/26
D# minor (6#), 2/2, 4/8, 2/2, 2/2, 3/4, 5/8, 3/5, 1/0, 2/2, 5/3, 2/8, 3/6, 2/0, 5/3, 2/8, 4/8, 3/3, 2/2, 4/8, 2/2, 2/2, 3/4, 5/8, 3/5, 3/3, 2/2, 4/8, 2/0, 2/0, 84/116
Cb major (7b), 2/2, 4/8, 2/2, 2/2, 2/5, 4/9, 2/5, 2/2, 2/2, 4/7, 2/8, 2/7, 2/2, 4/4, 2/8, 4/8, 4/4, 2/2, 4/8, 2/2, 2/2, 2/5, 4/9, 2/5, 4/4, 2/2, 4/8, 2/2, 2/2, 78/136
C# major (7#), 3/2, 4/2, 3/2, 1/0, 2/0, 4/6, 2/1, 0/0, 1/0, 3/2, 1/0, 1/0, 2/0, 3/2, 1/0, 3/2, 1/1, 3/2, 4/2, 3/2, 1/0, 2/0, 4/6, 2/1, 1/1, 3/2, 4/2, 2/0, 2/0, 66/38
Ab minor (7b), 1/1, 3/7, 1/1, 2/2, 2/5, 4/3, 1/3, 1/0, 1/0, 3/3, 2/8, 2/7, 1/0, 3/3, 2/8, 3/7, 2/0, 1/1, 3/7, 1/1, 2/2, 2/5, 4/3, 1/3, 2/0, 1/1, 3/7, 1/0, 1/0, 56/88
A# minor (7#), 3/2, 5/8, 3/2, 2/0, 4/6, 5/8, 4/8, 0/0, 2/0, 5/7, 2/8, 3/6, 2/0, 5/7, 2/8, 4/8, 2/2, 3/2, 5/8, 3/2, 2/0, 4/6, 5/8, 4/8, 2/2, 3/2, 5/8, 2/0, 2/0, 93/126
