 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
F dorian (1b), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
G dorian (1#), 2, 1, 2, 1, 3, 3, 2, 3, 0, 2, 1, 1, 21
F phrygian (1b), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
G phrygian (1#), 2, 2, 2, 2, 3, 3, 2, 3, 1, 1, 2, 1, 24
F lydian (1b), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
G lydian (1#), 2, 1, 2, 1, 3, 3, 2, 3, 0, 2, 1, 1, 21
F mixolydian (1b), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
G mixolydian (1#), 2, 2, 2, 2, 3, 3, 2, 3, 1, 1, 2, 1, 24
F aeolian (1b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
G aeolian (1#), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
F locrian (1b), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
G locrian (1#), 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 0, 14
Bb major (2b), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
D major (2#), 2, 1, 2, 1, 3, 3, 2, 3, 0, 2, 1, 1, 21
G minor (2b), 2, 1, 2, 1, 0, 0, 2, 2, 2, 0, 1, 0, 13
B minor (2#), 1, 0, 1, 0, 2, 2, 1, 2, 0, 2, 0, 0, 11
G minor mel (2b), 2, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 0, 16
B minor mel (2#), 1, 0, 1, 0, 2, 2, 1, 2, 0, 2, 0, 0, 11
Bb major blues (2b), 1, 1, 1, 1, 2, 2, 1, 2, 3, 1, 1, 0, 16
D major blues (2#), 3, 2, 3, 2, 4, 4, 3, 4, 1, 2, 2, 1, 31
G minor blues (2b), 1, 1, 1, 1, 2, 2, 1, 2, 3, 1, 1, 0, 16
B minor blues (2#), 3, 2, 3, 2, 4, 4, 3, 4, 1, 2, 2, 1, 31
Bb dorian (2b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
D dorian (2#), 2, 1, 2, 1, 3, 3, 2, 3, 0, 2, 1, 1, 21
Bb phrygian (2b), 2, 2, 2, 2, 3, 3, 2, 3, 1, 1, 2, 1, 24
D phrygian (2#), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
Bb lydian (2b), 3, 2, 3, 2, 3, 3, 3, 4, 3, 1, 2, 1, 30
D lydian (2#), 3, 2, 3, 2, 3, 3, 3, 4, 2, 1, 2, 1, 29
Bb mixolydian (2b), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
D mixolydian (2#), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
Bb aeolian (2b), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
D aeolian (2#), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
Bb locrian (2b), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
D locrian (2#), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
Eb major (3b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
A major (3#), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
C minor (3b), 0, 0, 0, 0, 3, 3, 0, 1, 0, 2, 0, 0, 9
F# minor (3#), 3, 2, 3, 2, 1, 1, 3, 3, 2, 0, 2, 1, 23
C minor mel (3b), 2, 2, 2, 2, 2, 2, 2, 2, 3, 0, 2, 1, 22
F# minor mel (3#), 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 15
Eb major blues (3b), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
A major blues (3#), 2, 2, 2, 2, 3, 3, 2, 3, 1, 1, 2, 1, 24
C minor blues (3b), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
F# minor blues (3#), 3, 2, 3, 2, 3, 3, 3, 4, 3, 1, 2, 1, 30
Eb dorian (3b), 3, 2, 3, 2, 3, 3, 3, 4, 2, 1, 2, 1, 29
A dorian (3#), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
Eb phrygian (3b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
A phrygian (3#), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
Eb lydian (3b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
A lydian (3#), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
Eb mixolydian (3b), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
A mixolydian (3#), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
Eb aeolian (3b), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
A aeolian (3#), 0, 0, 0, 0, 3, 3, 0, 1, 0, 2, 0, 0, 9
Eb locrian (3b), 2, 2, 2, 2, 3, 3, 2, 3, 1, 1, 2, 1, 24
A locrian (3#), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
Ab major (4b), 3, 2, 3, 2, 3, 3, 3, 4, 3, 1, 2, 1, 30
E major (4#), 3, 2, 3, 2, 3, 3, 3, 4, 2, 1, 2, 1, 29
F minor (4b), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
C# minor (4#), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
F minor mel (4b), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
C# minor mel (4#), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
Ab major blues (4b), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
E major blues (4#), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
F minor blues (4b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
C# minor blues (4#), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
Ab dorian (4b), 0, 0, 0, 0, 3, 3, 0, 1, 0, 2, 0, 0, 9
E dorian (4#), 3, 2, 3, 2, 1, 1, 3, 3, 2, 0, 2, 1, 23
Ab phrygian (4b), 2, 2, 2, 2, 2, 2, 2, 2, 3, 0, 2, 1, 22
E phrygian (4#), 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 15
Ab lydian (4b), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
E lydian (4#), 2, 2, 2, 2, 3, 3, 2, 3, 1, 1, 2, 1, 24
Ab mixolydian (4b), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
E mixolydian (4#), 3, 2, 3, 2, 3, 3, 3, 4, 3, 1, 2, 1, 30
Ab aeolian (4b), 3, 2, 3, 2, 3, 3, 3, 4, 2, 1, 2, 1, 29
E aeolian (4#), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
Ab locrian (4b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
E locrian (4#), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
Db major (5b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
B major (5#), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
Bb minor (5b), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
G# minor (5#), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
Bb minor mel (5b), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
G# minor mel (5#), 0, 0, 0, 0, 3, 3, 0, 1, 0, 2, 0, 0, 9
Db major blues (5b), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
B major blues (5#), 2, 2, 2, 2, 3, 3, 2, 3, 1, 1, 2, 1, 24
Bb minor blues (5b), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
G# minor blues (5#), 3, 2, 3, 2, 3, 3, 3, 4, 3, 1, 2, 1, 30
Db dorian (5b), 3, 2, 3, 2, 3, 3, 3, 4, 2, 1, 2, 1, 29
B dorian (5#), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
Db phrygian (5b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
B phrygian (5#), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
Db lydian (5b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
B lydian (5#), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
Db mixolydian (5b), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
B mixolydian (5#), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
Db aeolian (5b), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
B aeolian (5#), 0, 0, 0, 0, 3, 3, 0, 1, 0, 2, 0, 0, 9
Db locrian (5b), 3, 2, 3, 2, 1, 1, 3, 3, 2, 0, 2, 1, 23
B locrian (5#), 2, 1, 2, 1, 3, 3, 2, 3, 0, 2, 1, 1, 21
Gb major (6b), 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 15
F# major (6#), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
Eb minor (6b), 2, 2, 2, 2, 3, 3, 2, 3, 1, 1, 2, 1, 24
D# minor (6#), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
Eb minor mel (6b), 3, 2, 3, 2, 3, 3, 3, 4, 3, 1, 2, 1, 30
D# minor mel (6#), 3, 2, 3, 2, 3, 3, 3, 4, 2, 1, 2, 1, 29
Gb major blues (6b), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
F# major blues (6#), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
Eb minor blues (6b), 3, 2, 3, 2, 2, 2, 3, 4, 2, 1, 2, 1, 27
D# minor blues (6#), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
Gb dorian (6b), 2, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 25
F# dorian (6#), 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 12
Gb phrygian (6b), 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 0, 15
F# phrygian (6#), 3, 2, 3, 2, 2, 2, 3, 4, 1, 1, 2, 1, 26
Gb lydian (6b), 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3
F# lydian (6#), 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2
Gb mixolydian (6b), 1, 0, 1, 0, 1, 1, 1, 1, 2, 1, 0, 0, 9
F# mixolydian (6#), 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 8
Gb aeolian (6b), 0, 0, 0, 0, 1, 1, 0, 0, 3, 1, 0, 0, 6
F# aeolian (6#), 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 5
Gb locrian (6b), 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 19
F# locrian (6#), 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 18
Cb major (7b), 1, 0, 1, 0, 2, 2, 1, 1, 2, 2, 0, 0, 12
C# major (7#), 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2
Ab minor (7b), 1, 0, 1, 0, 2, 2, 1, 1, 1, 1, 0, 0, 10
A# minor (7#), 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4
Ab minor mel (7b), 0, 0, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 7
A# minor mel (7#), 0, 0, 0, 0, 1, 1, 0, 0, 4, 0, 0, 0, 6
Cb major blues (7b), 2, 1, 2, 1, 4, 4, 2, 3, 3, 3, 1, 1, 27
C# major blues (7#), 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3
Ab minor blues (7b), 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2
A# minor blues (7#), 1, 0, 1, 0, 1, 1, 1, 1, 2, 1, 0, 0, 9
Cb dorian (7b), 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 8
C# dorian (7#), 0, 0, 0, 0, 1, 1, 0, 0, 3, 1, 0, 0, 6
Cb phrygian (7b), 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 5
C# phrygian (7#), 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 19
Cb lydian (7b), 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 18
C# lydian (7#), 1, 0, 1, 0, 2, 2, 1, 1, 2, 2, 0, 0, 12
Cb mixolydian (7b), 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2
C# mixolydian (7#), 1, 0, 1, 0, 2, 2, 1, 1, 1, 1, 0, 0, 10
Cb aeolian (7b), 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4
C# aeolian (7#), 0, 0, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 7
Cb locrian (7b), 2, 1, 2, 1, 4, 4, 2, 3, 0, 3, 1, 1, 24
C# locrian (7#), 2, 1, 2, 1, 4, 4, 2, 3, 3, 3, 1, 1, 27
