 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, rowcost
F dorian (1b), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
G dorian (1#), 2, 1, 2, 1, 3, 1, 3, 1, 3, 1, 2, 1, 2, 1, 1, 25
F phrygian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
G phrygian (1#), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
F lydian (1b), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
G lydian (1#), 2, 1, 2, 1, 3, 1, 3, 1, 3, 1, 2, 1, 2, 1, 1, 25
F mixolydian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
G mixolydian (1#), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
F aeolian (1b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
G aeolian (1#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
F locrian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
G locrian (1#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
Bb major (2b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
D major (2#), 2, 1, 2, 1, 3, 1, 3, 1, 3, 1, 2, 1, 2, 1, 1, 25
G minor (2b), 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
B minor (2#), 1, 1, 1, 1, 3, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1, 18
G minor mel (2b), 0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 5
B minor mel (2#), 2, 1, 2, 1, 4, 1, 3, 1, 3, 0, 2, 1, 2, 1, 1, 25
Bb major blues (2b), 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 7
D major blues (2#), 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 1, 32
G minor blues (2b), 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 7
B minor blues (2#), 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 1, 32
Bb dorian (2b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
D dorian (2#), 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 1, 32
Bb phrygian (2b), 2, 0, 2, 0, 2, 0, 2, 0, 3, 1, 2, 0, 2, 0, 0, 16
D phrygian (2#), 2, 0, 2, 0, 3, 1, 3, 0, 3, 1, 2, 0, 2, 0, 0, 19
Bb lydian (2b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
D lydian (2#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Bb mixolydian (2b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
D mixolydian (2#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
Bb aeolian (2b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
D aeolian (2#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
Bb locrian (2b), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
D locrian (2#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Eb major (3b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
A major (3#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
C minor (3b), 1, 1, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 15
F# minor (3#), 2, 0, 2, 0, 1, 1, 3, 0, 1, 1, 2, 0, 2, 0, 0, 15
C minor mel (3b), 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 7
F# minor mel (3#), 4, 1, 4, 1, 2, 0, 4, 1, 3, 1, 4, 1, 4, 1, 1, 32
Eb major blues (3b), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
A major blues (3#), 2, 0, 2, 0, 2, 0, 2, 0, 3, 1, 2, 0, 2, 0, 0, 16
C minor blues (3b), 2, 0, 2, 0, 3, 1, 3, 0, 3, 1, 2, 0, 2, 0, 0, 19
F# minor blues (3#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Eb dorian (3b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
A dorian (3#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Eb phrygian (3b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
A phrygian (3#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Eb lydian (3b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
A lydian (3#), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
Eb mixolydian (3b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
A mixolydian (3#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
Eb aeolian (3b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
A aeolian (3#), 1, 1, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 15
Eb locrian (3b), 2, 0, 2, 0, 2, 0, 2, 0, 3, 1, 2, 0, 2, 0, 0, 16
A locrian (3#), 2, 0, 2, 0, 3, 1, 3, 0, 3, 1, 2, 0, 2, 0, 0, 19
Ab major (4b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
E major (4#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
F minor (4b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
C# minor (4#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
F minor mel (4b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
C# minor mel (4#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
Ab major blues (4b), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
E major blues (4#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
F minor blues (4b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
C# minor blues (4#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Ab dorian (4b), 1, 1, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 15
E dorian (4#), 2, 0, 2, 0, 1, 1, 3, 0, 1, 1, 2, 0, 2, 0, 0, 15
Ab phrygian (4b), 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 7
E phrygian (4#), 4, 1, 4, 1, 2, 0, 4, 1, 3, 1, 4, 1, 4, 1, 1, 32
Ab lydian (4b), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
E lydian (4#), 2, 0, 2, 0, 2, 0, 2, 0, 3, 1, 2, 0, 2, 0, 0, 16
Ab mixolydian (4b), 2, 0, 2, 0, 3, 1, 3, 0, 3, 1, 2, 0, 2, 0, 0, 19
E mixolydian (4#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Ab aeolian (4b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
E aeolian (4#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Ab locrian (4b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
E locrian (4#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Db major (5b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
B major (5#), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
Bb minor (5b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
G# minor (5#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
Bb minor mel (5b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
G# minor mel (5#), 1, 1, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 15
Db major blues (5b), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
B major blues (5#), 2, 0, 2, 0, 2, 0, 2, 0, 3, 1, 2, 0, 2, 0, 0, 16
Bb minor blues (5b), 2, 0, 2, 0, 3, 1, 3, 0, 3, 1, 2, 0, 2, 0, 0, 19
G# minor blues (5#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Db dorian (5b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
B dorian (5#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Db phrygian (5b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
B phrygian (5#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Db lydian (5b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
B lydian (5#), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
Db mixolydian (5b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
B mixolydian (5#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
Db aeolian (5b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
B aeolian (5#), 1, 1, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 15
Db locrian (5b), 2, 0, 2, 0, 1, 1, 3, 0, 1, 1, 2, 0, 2, 0, 0, 15
B locrian (5#), 3, 1, 3, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 1, 32
Gb major (6b), 4, 1, 4, 1, 2, 0, 4, 1, 3, 1, 4, 1, 4, 1, 1, 32
F# major (6#), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
Eb minor (6b), 2, 0, 2, 0, 2, 0, 2, 0, 3, 1, 2, 0, 2, 0, 0, 16
D# minor (6#), 2, 0, 2, 0, 3, 1, 3, 0, 3, 1, 2, 0, 2, 0, 0, 19
Eb minor mel (6b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
D# minor mel (6#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Gb major blues (6b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
F# major blues (6#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
Eb minor blues (6b), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
D# minor blues (6#), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
Gb dorian (6b), 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 9
F# dorian (6#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Gb phrygian (6b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
F# phrygian (6#), 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 0, 12
Gb lydian (6b), 4, 0, 4, 0, 2, 0, 4, 0, 2, 0, 4, 0, 4, 0, 0, 24
F# lydian (6#), 2, 0, 2, 0, 1, 0, 2, 0, 1, 0, 2, 0, 2, 0, 0, 12
Gb mixolydian (6b), 5, 1, 5, 1, 4, 1, 6, 1, 3, 0, 5, 1, 5, 1, 1, 40
F# mixolydian (6#), 3, 1, 3, 1, 3, 1, 4, 1, 2, 0, 3, 1, 3, 1, 1, 28
Gb aeolian (6b), 5, 1, 5, 1, 3, 0, 5, 1, 3, 0, 5, 1, 5, 1, 1, 37
F# aeolian (6#), 3, 1, 3, 1, 2, 0, 3, 1, 2, 0, 3, 1, 3, 1, 1, 25
Gb locrian (6b), 6, 1, 6, 1, 4, 1, 7, 1, 4, 1, 6, 1, 6, 1, 1, 47
F# locrian (6#), 4, 1, 4, 1, 3, 1, 5, 1, 3, 1, 4, 1, 4, 1, 1, 35
Cb major (7b), 6, 2, 6, 2, 5, 1, 7, 2, 4, 0, 6, 2, 6, 2, 2, 53
C# major (7#), 3, 0, 3, 0, 2, 0, 3, 0, 2, 0, 3, 0, 3, 0, 0, 19
Ab minor (7b), 2, 1, 2, 1, 2, 1, 3, 1, 1, 0, 2, 1, 2, 1, 1, 21
A# minor (7#), 4, 0, 4, 0, 2, 0, 4, 0, 2, 0, 4, 0, 4, 0, 0, 24
Ab minor mel (7b), 2, 1, 2, 1, 1, 0, 2, 1, 1, 0, 2, 1, 2, 1, 1, 18
A# minor mel (7#), 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 0, 10
Cb major blues (7b), 7, 2, 7, 2, 6, 1, 8, 2, 6, 1, 7, 2, 7, 2, 2, 62
C# major blues (7#), 4, 0, 4, 0, 2, 0, 4, 0, 2, 0, 4, 0, 4, 0, 0, 24
Ab minor blues (7b), 2, 0, 2, 0, 1, 0, 2, 0, 1, 0, 2, 0, 2, 0, 0, 12
A# minor blues (7#), 5, 1, 5, 1, 4, 1, 6, 1, 3, 0, 5, 1, 5, 1, 1, 40
Cb dorian (7b), 3, 1, 3, 1, 3, 1, 4, 1, 2, 0, 3, 1, 3, 1, 1, 28
C# dorian (7#), 5, 1, 5, 1, 3, 0, 5, 1, 3, 0, 5, 1, 5, 1, 1, 37
Cb phrygian (7b), 3, 1, 3, 1, 2, 0, 3, 1, 2, 0, 3, 1, 3, 1, 1, 25
C# phrygian (7#), 6, 1, 6, 1, 4, 1, 7, 1, 4, 1, 6, 1, 6, 1, 1, 47
Cb lydian (7b), 4, 1, 4, 1, 3, 1, 5, 1, 3, 1, 4, 1, 4, 1, 1, 35
C# lydian (7#), 6, 2, 6, 2, 5, 1, 7, 2, 4, 0, 6, 2, 6, 2, 2, 53
Cb mixolydian (7b), 3, 0, 3, 0, 2, 0, 3, 0, 2, 0, 3, 0, 3, 0, 0, 19
C# mixolydian (7#), 2, 1, 2, 1, 2, 1, 3, 1, 1, 0, 2, 1, 2, 1, 1, 21
Cb aeolian (7b), 4, 0, 4, 0, 2, 0, 4, 0, 2, 0, 4, 0, 4, 0, 0, 24
C# aeolian (7#), 2, 1, 2, 1, 1, 0, 2, 1, 1, 0, 2, 1, 2, 1, 1, 18
Cb locrian (7b), 5, 2, 5, 2, 6, 1, 6, 2, 6, 1, 5, 2, 5, 2, 2, 52
C# locrian (7#), 7, 2, 7, 2, 6, 1, 8, 2, 6, 1, 7, 2, 7, 2, 2, 62
